Column1,회사명,거래소코드,회계년도,감사의견코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,(주)비엔지티,32790,2014,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,(주)비엔지티,32790,2015,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,(주)비엔지티,32790,2016,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,(주)비엔지티,32790,2017,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2027,(주)비엔지티,32790,2018,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,(주)비엔지티,32790,2019,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2029,(주)비엔지티,32790,2020,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,(주)비엔지티,32790,2021,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,(주)비엘,142760,2013,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032,(주)비엘,142760,2014,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2033,(주)비엘,142760,2017,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,(주)비엘,142760,2018,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,(주)비엘,142760,2019,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,(주)비엘,142760,2020,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,(주)비엘,142760,2021,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2038,(주)비엘팜텍,65170,2011,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2039,(주)비엘팜텍,65170,2012,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2040,(주)비엘팜텍,65170,2013,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,(주)비엘팜텍,65170,2014,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2042,(주)비엘팜텍,65170,2015,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2043,(주)비엘팜텍,65170,2016,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2044,(주)비엘팜텍,65170,2017,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,(주)비엘팜텍,65170,2018,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2046,(주)비엘팜텍,65170,2019,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047,(주)비엘팜텍,65170,2020,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,(주)비엘팜텍,65170,2021,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2049,(주)비엠티,86670,2011,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050,(주)비엠티,86670,2012,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2051,(주)비엠티,86670,2013,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052,(주)비엠티,86670,2014,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2053,(주)비엠티,86670,2015,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2054,(주)비엠티,86670,2016,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2055,(주)비엠티,86670,2017,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2056,(주)비엠티,86670,2018,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2057,(주)비엠티,86670,2019,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2058,(주)비엠티,86670,2020,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2059,(주)비엠티,86670,2021,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2060,(주)비올,335890,2021,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2061,(주)비즈니스온커뮤니케이션,138580,2019,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2062,(주)비즈니스온커뮤니케이션,138580,2020,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2063,(주)비즈니스온커뮤니케이션,138580,2021,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2064,(주)비츠로셀,82920,2011,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2065,(주)비츠로셀,82920,2012,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2066,(주)비츠로셀,82920,2013,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2067,(주)비츠로셀,82920,2015,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2068,(주)비츠로셀,82920,2016,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2069,(주)비츠로셀,82920,2017,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2070,(주)비츠로셀,82920,2019,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2071,(주)비츠로셀,82920,2020,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2072,(주)비츠로셀,82920,2021,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2073,(주)비츠로시스,54220,2011,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2074,(주)비츠로시스,54220,2012,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2075,(주)비츠로시스,54220,2013,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2076,(주)비츠로시스,54220,2014,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2077,(주)비츠로시스,54220,2015,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2078,(주)비츠로시스,54220,2016,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2079,(주)비츠로시스,54220,2017,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2080,(주)비츠로시스,54220,2018,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2081,(주)비츠로시스,54220,2019,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,(주)비츠로시스,54220,2020,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2083,(주)비츠로시스,54220,2021,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2084,(주)비츠로테크,42370,2011,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2085,(주)비츠로테크,42370,2012,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2086,(주)비츠로테크,42370,2013,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2087,(주)비츠로테크,42370,2015,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2088,(주)비츠로테크,42370,2016,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089,(주)비츠로테크,42370,2017,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2090,(주)비츠로테크,42370,2018,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2091,(주)비츠로테크,42370,2020,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2092,(주)비츠로테크,42370,2021,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2093,(주)비케이홀딩스,50090,2011,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2094,(주)비케이홀딩스,50090,2012,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2095,(주)비케이홀딩스,50090,2013,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2096,(주)비케이홀딩스,50090,2014,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2097,(주)비케이홀딩스,50090,2015,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2098,(주)비케이홀딩스,50090,2016,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2099,(주)비케이홀딩스,50090,2017,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100,(주)비케이홀딩스,50090,2018,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101,(주)비케이홀딩스,50090,2019,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2102,(주)비케이홀딩스,50090,2020,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2103,(주)비케이홀딩스,50090,2021,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2104,(주)비투엔,307870,2020,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105,(주)비투엔,307870,2021,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2106,(주)비트컴퓨터,32850,2011,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107,(주)비트컴퓨터,32850,2012,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2108,(주)비트컴퓨터,32850,2013,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2109,(주)비트컴퓨터,32850,2014,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2110,(주)비트컴퓨터,32850,2015,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2111,(주)비트컴퓨터,32850,2016,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2112,(주)비트컴퓨터,32850,2017,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2113,(주)비트컴퓨터,32850,2018,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2114,(주)비트컴퓨터,32850,2019,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2115,(주)비트컴퓨터,32850,2020,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2116,(주)비트컴퓨터,32850,2021,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2117,(주)비피도,238200,2019,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2118,(주)비피도,238200,2020,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2119,(주)비피도,238200,2021,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2120,(주)빅솔론,93190,2011,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2121,(주)빅솔론,93190,2012,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2122,(주)빅솔론,93190,2013,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2123,(주)빅솔론,93190,2014,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2124,(주)빅솔론,93190,2015,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2125,(주)빅솔론,93190,2016,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2126,(주)빅솔론,93190,2017,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2127,(주)빅솔론,93190,2018,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2128,(주)빅솔론,93190,2019,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2129,(주)빅솔론,93190,2020,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2130,(주)빅솔론,93190,2021,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2131,(주)빅텍,65450,2011,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2132,(주)빅텍,65450,2012,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2133,(주)빅텍,65450,2013,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2134,(주)빅텍,65450,2014,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2135,(주)빅텍,65450,2015,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2136,(주)빅텍,65450,2016,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2137,(주)빅텍,65450,2017,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2138,(주)빅텍,65450,2018,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2139,(주)빅텍,65450,2019,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2140,(주)빅텍,65450,2020,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2141,(주)빅텍,65450,2021,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,(주)사람인에이치알,143240,2012,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2143,(주)사람인에이치알,143240,2013,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2144,(주)사람인에이치알,143240,2014,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2145,(주)사람인에이치알,143240,2015,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2146,(주)사람인에이치알,143240,2016,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2147,(주)사람인에이치알,143240,2017,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2148,(주)사람인에이치알,143240,2018,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2149,(주)사람인에이치알,143240,2019,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2150,(주)사람인에이치알,143240,2020,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2151,(주)사람인에이치알,143240,2021,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2152,(주)삼기,122350,2011,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2153,(주)삼기,122350,2012,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2154,(주)삼기,122350,2013,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2155,(주)삼기,122350,2014,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2156,(주)삼기,122350,2015,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2157,(주)삼기,122350,2016,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2158,(주)삼기,122350,2017,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2159,(주)삼기,122350,2018,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2160,(주)삼기,122350,2019,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2161,(주)삼기,122350,2020,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2162,(주)삼기,122350,2021,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2163,(주)삼보판지,23600,2011,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2164,(주)삼보판지,23600,2012,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2165,(주)삼보판지,23600,2013,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2166,(주)삼보판지,23600,2014,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167,(주)삼보판지,23600,2015,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2168,(주)삼보판지,23600,2016,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169,(주)삼보판지,23600,2017,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2170,(주)삼보판지,23600,2018,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2171,(주)삼보판지,23600,2019,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2172,(주)삼보판지,23600,2020,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2173,(주)삼보판지,23600,2021,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2174,(주)삼양옵틱스,225190,2018,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2175,(주)삼양옵틱스,225190,2019,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2176,(주)삼양옵틱스,225190,2020,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2177,(주)삼양옵틱스,225190,2021,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2178,(주)삼에스코리아,60310,2011,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2179,(주)삼에스코리아,60310,2012,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2180,(주)삼에스코리아,60310,2013,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2181,(주)삼에스코리아,60310,2014,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2182,(주)삼에스코리아,60310,2015,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2183,(주)삼에스코리아,60310,2016,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2184,(주)삼에스코리아,60310,2017,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2185,(주)삼에스코리아,60310,2018,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2186,(주)삼에스코리아,60310,2019,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2187,(주)삼에스코리아,60310,2020,DS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2188,(주)삼에스코리아,60310,2021,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2189,(주)삼우이엠씨,26250,2011,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2190,(주)삼우이엠씨,26250,2012,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2191,(주)삼일,32280,2011,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2192,(주)삼일,32280,2012,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2193,(주)삼일,32280,2013,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2194,(주)삼일,32280,2014,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2195,(주)삼일,32280,2015,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2196,(주)삼일,32280,2016,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2197,(주)삼일,32280,2017,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2198,(주)삼일,32280,2018,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2199,(주)삼일,32280,2019,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200,(주)삼일,32280,2020,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2201,(주)삼일,32280,2021,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2202,(주)삼일기업공사,2290,2011,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2203,(주)삼일기업공사,2290,2012,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2204,(주)삼일기업공사,2290,2013,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2205,(주)삼일기업공사,2290,2014,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2206,(주)삼일기업공사,2290,2015,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207,(주)삼일기업공사,2290,2016,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208,(주)삼일기업공사,2290,2017,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2209,(주)삼일기업공사,2290,2018,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210,(주)삼일기업공사,2290,2019,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2211,(주)삼일기업공사,2290,2020,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2212,(주)삼일기업공사,2290,2021,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2213,(주)삼진,32750,2011,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2214,(주)삼진,32750,2012,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2215,(주)삼진,32750,2013,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2216,(주)삼진,32750,2014,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2217,(주)삼진,32750,2015,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2218,(주)삼진,32750,2016,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2219,(주)삼진,32750,2017,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2220,(주)삼진,32750,2018,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2221,(주)삼진,32750,2019,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2222,(주)삼진,32750,2020,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223,(주)삼진,32750,2021,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2224,(주)삼진엘앤디,54090,2011,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2225,(주)삼진엘앤디,54090,2012,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2226,(주)삼진엘앤디,54090,2013,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2227,(주)삼진엘앤디,54090,2014,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2228,(주)삼진엘앤디,54090,2015,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2229,(주)삼진엘앤디,54090,2016,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2230,(주)삼진엘앤디,54090,2017,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2231,(주)삼진엘앤디,54090,2018,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2232,(주)삼진엘앤디,54090,2019,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233,(주)삼진엘앤디,54090,2020,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2234,(주)삼진엘앤디,54090,2021,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2235,(주)삼표시멘트,38500,2011,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2236,(주)삼표시멘트,38500,2012,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2237,(주)삼표시멘트,38500,2013,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2238,(주)삼표시멘트,38500,2014,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2239,(주)삼표시멘트,38500,2015,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2240,(주)삼표시멘트,38500,2016,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2241,(주)삼표시멘트,38500,2017,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2242,(주)삼표시멘트,38500,2018,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,(주)삼표시멘트,38500,2019,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2244,(주)삼표시멘트,38500,2020,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2245,(주)삼표시멘트,38500,2021,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2246,(주)삼화네트웍스,46390,2011,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2247,(주)삼화네트웍스,46390,2012,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2248,(주)삼화네트웍스,46390,2013,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2249,(주)삼화네트웍스,46390,2014,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2250,(주)삼화네트웍스,46390,2015,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2251,(주)삼화네트웍스,46390,2016,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2252,(주)삼화네트웍스,46390,2017,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2253,(주)삼화네트웍스,46390,2018,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2254,(주)삼화네트웍스,46390,2019,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2255,(주)삼화네트웍스,46390,2020,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2256,(주)삼화네트웍스,46390,2021,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2257,(주)상보,27580,2011,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2258,(주)상보,27580,2012,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2259,(주)상보,27580,2013,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2260,(주)상보,27580,2014,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2261,(주)상보,27580,2015,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2262,(주)상보,27580,2016,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2263,(주)상보,27580,2017,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2264,(주)상보,27580,2018,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2265,(주)상보,27580,2019,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2266,(주)상보,27580,2020,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2267,(주)상보,27580,2021,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2268,(주)상상인,38540,2011,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2269,(주)상상인,38540,2012,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2270,(주)상상인,38540,2013,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2271,(주)상상인,38540,2015,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2272,(주)상상인,38540,2016,UQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
