회사명,거래소코드,회계년도,자산,유동자산,현금및현금성자산,부채,유동부채,매출액,장기차입금,단기차입금,당기순이익,영업활동으로인한현금흐름,법인세비용차감전순이익,매출원가,자본
(주)엘엠에스,73110,2009/09,,,,,,,,,,,,,
(주)엘엠에스,73110,2010/09,,,,,,,,,,,,,
(주)엘엠에스,73110,2011/09,,,,,,,,,,,,,
(주)엘엠에스,73110,2012/09,,,,,,,,,,,,,
(주)엘엠에스,73110,2013/09,173586539,85872848,10615688,86306415,79610597,79954146,5703415,59766239,10545555,-2087002,9964472,53024166,87280123
(주)엘엠에스,73110,2014/09,224245159,128410103,41592503,117149289,113691101,103061000,2949612,94850001,13389593,-2136801,14018048,69937572,107095871
(주)엘엠에스,73110,2015/09,229991933,125375709,46745483,106550676,90812725,90942108,15281409,77052503,10467792,19119977,12154339,65756748,123441258
(주)엘엠에스,73110,2016/09,217490470,123094458,41492464,120249302,92309832,75820289,27737500,61092482,-23205246,1685033,-4245453,54597086,97241169
(주)엘엠에스,73110,2017/09,207691380,120372769,26912115,95083836,77258990,115265565,17537500,44556885,4775399,33596180,4832352,78982827,112607543
(주)엘엠에스,73110,2018/09,197119056,113112628,42828774,75877744,61158048,80784561,14325000,37300000,8911326,17972683,13096543,50779234,121241312
(주)엘엠에스,73110,2019/09,234444433,145152691,45975487,92539618,79471029,120497064,12650000,38479640,28107132,11434976,34741642,64913502,141904815
(주)엘엠에스,73110,2020/09,265772580,166921258,53770232,149417476,131945000,97068593,16924487,55303300,-3149483,19826976,-2973236,69448430,116355104
(주)엘엠에스,73110,2021/09,223524646,117603252,43712663,123834594,99582959,69157111,22918487,58500000,-1462193,5257928,1125562,57062052,99690052
(주)엘오티베큠,83310,2009/09,,,,,,,,,,,,,
(주)엘오티베큠,83310,2010/09,,,,,,,,,,,,,
(주)엘오티베큠,83310,2011/09,,,,,,,,,,,,,
(주)엘오티베큠,83310,2012/09,,,,,,,,,,,,,
(주)엘오티베큠,83310,2013/09,76530702,37474519,789356,18838173,15712827,47422420,0,1000000,231699,-551849,209043,34555967,57692529
(주)엘오티베큠,83310,2014/09,75408652,33742855,7336047,14265022,11150568,57109128,0,0,1666251,8384592,2265811,41683779,61143630
(주)엘오티베큠,83310,2015/09,94945687,42547532,8047613,18325764,12755477,107944967,0,0,11739341,13551925,14911655,76040144,76619923
(주)엘오티베큠,83310,2016/09,103628833,44100338,9210921,27729862,21481012,78221226,0,6000000,2365181,878952,2429187,53942755,75898971
(주)엘오티베큠,83310,2017/09,151482698,86972439,38646992,49410452,30493098,156757903,0,9520000,19288197,30761326,23874754,107801043,102072246
(주)엘오티베큠,83310,2018/09,168643103,92456093,39091845,45801256,30522748,134347916,0,18000000,15832031,15311853,19324002,86093118,122841846
(주)엘오티베큠,83310,2019/09,204113423,101109689,37832522,76693618,41208433,103111430,8000000,18000000,2108473,-13461135,3439767,71526374,127419805
(주)엘오티베큠,83310,2020/09,205326823,99167633,50806910,65760038,53388587,139542360,1746544,8000000,8227951,27367419,9246689,97316260,139566784
(주)엘오티베큠,83310,2021/09,257359136,144836130,65208435,60430299,50076883,201903386,6000000,10000000,19717460,20659096,28304442,126777518,196928837
(주)엘피케이로보틱스,183350,2015/09,,,,,,,,,,,,,
(주)엠게임,58630,2009/09,,,,,,,,,,,,,
(주)엠게임,58630,2010/09,,,,,,,,,,,,,
(주)엠게임,58630,2011/09,,,,,,,,,,,,,
(주)엠게임,58630,2012/09,,,,,,,,,,,,,
(주)엠게임,58630,2013/09,114282046,34873725,3015553,48869691,34627192,25870857,733280,26553974,-9055061,563418,-8382305,0,65412356
(주)엠게임,58630,2014/09,52024365,17161566,2378809,38173771,34826847,22473230,366640,20340979,3183522,4085139,2986300,0,13850594
(주)엠게임,58630,2015/09,41380251,12635842,3666485,14242798,12019496,19741512,0,5029098,5271932,5811628,6929594,0,27137453
(주)엠게임,58630,2016/09,,,,,,,,,,,,,
(주)엠게임,58630,2017/09,,,,,,,,,,,,,
(주)엠게임,58630,2018/09,41689906,14699044,8196227,8450507,5247399,19521710,1013000,1900000,2495619,875760,3665158,0,33239399
(주)엠게임,58630,2019/09,44749506,18429061,9253005,9109476,6434602,25663352,0,1010000,3666081,5278579,5024094,0,35640031
(주)엠게임,58630,2020/09,55169912,25042756,13002389,8759136,4707375,30826897,1013000,0,6229439,9097776,6821380,0,46410776
(주)엠게임,58630,2021/09,73143980,43830605,31364711,11307064,6838579,38147147,1013000,0,15444029,13162013,19173421,0,61836916
(주)엠디에스테크,86960,2009/09,,,,,,,,,,,,,
(주)엠디에스테크,86960,2010/09,,,,,,,,,,,,,
(주)엠디에스테크,86960,2011/09,,,,,,,,,,,,,
(주)엠디에스테크,86960,2012/09,,,,,,,,,,,,,
(주)엠디에스테크,86960,2013/09,95862443,71138444,9573568,20044854,15398399,58097981,1100000,740000,5607453,6940737,6729895,39756329,75817589
(주)엠디에스테크,86960,2014/09,111190198,86099059,20111598,26154146,21028923,73075358,1100000,740000,6987027,7841166,8669323,50785022,85036052
(주)엠디에스테크,86960,2015/09,120725305,91468666,17039341,26491014,21068144,81467579,1100000,740000,8070049,6892430,9617698,55406070,94234291
(주)엠디에스테크,86960,2016/09,134227332,103119266,14953174,28974199,24015630,96678577,1336000,1040000,9160577,-1801411,10677268,68712091,105253133
(주)엠디에스테크,86960,2017/09,133751307,102301042,24107762,31225806,21511546,106949083,0,0,6917614,8431362,7999896,73498158,102525502
(주)엠디에스테크,86960,2018/09,157510252,118644237,11698263,34293351,29830662,117220435,79040,1485000,7009972,12067203,8413132,77030715,123216901
(주)엠디에스테크,86960,2019/09,151249135,116869488,13902011,31313971,26901466,109786904,100000,500000,10480932,196020,4737664,72372588,119935164
(주)엠디에스테크,86960,2020/09,171449218,132135233,32696119,49432685,47361453,107091180,94180,0,3455648,4685577,5415949,68470508,122016533
(주)엠디에스테크,86960,2021/09,194600284,139134079,40899980,76015930,34131214,117072147,3617642,3337760,818149,-718145,2693580,78733491,118584354
(주)엠로,58970,2021/09,48571880,26951158,14518209,7541917,5045547,32698777,0,113650,3663215,-1266382,3672875,19496854,41029963
(주)엠씨넥스,97520,2012/09,,,,,,,,,,,,,
(주)엠씨넥스,97520,2013/09,238463914,170756712,31345414,175539107,156746517,216113689,8567100,91155109,7812259,-685519,9330041,191433642,62924807
(주)엠씨넥스,97520,2014/09,306685970,197673258,37567029,237459834,210446019,277081199,18494792,110560001,7340551,-3272690,9524272,242355939,69226136
(주)엠씨넥스,97520,2015/09,321342486,202968023,32420766,225800363,203268413,393993798,16860084,112073085,19954542,53125733,28165834,337170215,95542123
(주)엠씨넥스,97520,2016/09,290937216,164331362,36988397,226390312,218224448,296969875,4282376,150997380,-20104954,-25080107,-23215900,282483699,64546904
(주)엠씨넥스,97520,2017/09,383868593,221980615,60638912,313085139,287093643,503709783,2451479,116206927,2517582,57081023,4376213,459286854,70783454
(주)엠씨넥스,97520,2018/09,348255030,187717861,53840829,227154241,225648594,479016594,236547,89672649,21350310,36968906,26831107,424556651,121100789
(주)엠씨넥스,97520,2019/09,519149240,301526115,49224171,308322350,304695777,972519635,0,44094396,71901623,83382766,102516464,840500846,210826890
(주)엠씨넥스,97520,2020/09,630131931,396143339,74285777,371979536,349048166,1027021586,21134000,175966129,41208849,-45226619,55458984,927178896,258152396
(주)엠아이텍,179290,2019/09,55390991,38851527,6143745,7921229,6590552,21918646,0,3000000,3064587,1180153,3013572,11582278,47469762
(주)엠아이텍,179290,2020/09,65181828,40187546,12483129,11589097,8371487,25649581,2100000,3700000,4984426,4505540,5865346,13237929,53592731
(주)엠아이텍,179290,2021/09,,,,,,,,,,,,,
(주)엠에스씨,9780,2009/09,,,,,,,,,,,,,
(주)엠에스씨,9780,2010/09,,,,,,,,,,,,,
(주)엠에스씨,9780,2011/09,,,,,,,,,,,,,
(주)엠에스씨,9780,2012/09,,,,,,,,,,,,,
(주)엠에스씨,9780,2013/09,112634570,46563439,1513208,73355313,52370939,93289341,7000000,36088426,2579317,11330127,3122284,74966810,39279257
(주)엠에스씨,9780,2014/09,124542188,56533250,744076,80688805,61375515,98421139,4916630,41994020,4007520,-2653551,4361219,77298816,43853383
(주)엠에스씨,9780,2015/09,131406521,58917564,2457412,82592234,60108495,103992847,6333320,43866074,4127286,3515794,5340860,81427385,48814287
(주)엠에스씨,9780,2016/09,133451258,50257363,3437734,77938485,53849087,102282186,7749990,35853607,5833331,16822048,7220769,80040337,55512773
(주)엠에스씨,9780,2017/09,142879083,55725428,4228838,77786512,55570857,106832577,4500000,34308947,6173084,6694643,7670611,83806044,65092571
(주)엠에스씨,9780,2018/09,148678311,63044732,7427346,70766135,47813913,109666005,10700000,28566820,7990948,10572769,9686490,85990820,77912176
(주)엠에스씨,9780,2019/09,153368006,62031593,4099486,65223642,47783883,111449583,8868566,28688000,7984406,12781304,10028428,88055224,88144364
(주)엠에스씨,9780,2020/09,164865538,69633134,7898679,66130956,56524647,110993289,0,29790346,7676842,9893877,9032040,89336298,98734582
(주)엠에스씨,9780,2021/09,177182803,83625934,17448895,64228940,54160185,117888940,0,36077155,12962805,16114842,16352046,92002866,112953863
(주)엠에스오토텍,123040,2010/09,,,,,,,,,,,,,
(주)엠에스오토텍,123040,2011/09,,,,,,,,,,,,,
(주)엠에스오토텍,123040,2012/09,,,,,,,,,,,,,
(주)엠에스오토텍,123040,2013/09,594049751,239951914,20146701,582050146,295063523,290060430,250645526,121218831,-30384073,72040885,-26581516,240358344,11999605
(주)엠에스오토텍,123040,2014/09,665316845,243379791,23375963,606598416,386139249,589162774,187589849,150465123,600948,88097593,2765576,531577855,58718429
(주)엠에스오토텍,123040,2015/09,629702947,201456548,10039061,548238118,363874993,651768857,156372145,135358574,611004,64387302,8197317,569158276,81464828
(주)엠에스오토텍,123040,2016/09,634705974,226335597,8701016,526964467,388014002,546682147,112207677,171904571,10782564,42548775,10753386,493579915,107741507
(주)엠에스오토텍,123040,2017/09,676420957,246558230,5638772,552453038,453333790,538385835,50580508,163805082,-2707410,38337228,-1029828,490121553,123967919
(주)엠에스오토텍,123040,2018/09,691953401,295819516,18298370,540197446,389250156,542576220,105641723,150948503,-11291124,61428582,-12585436,506978720,151755955
(주)엠에스오토텍,123040,2019/09,941656733,367881771,68897312,782003534,444859217,955728474,187437125,128129035,45299344,122084132,45714501,854888281,159653200
(주)엠에스오토텍,123040,2020/09,1068433256,395565748,88024640,852874894,613208425,853178677,179313962,154824692,-21612033,41740918,-10987590,782254139,215558362
(주)엠에스오토텍,123040,2021/09,1270283538,573583410,124789729,941443690,571598391,1153362760,336524260,166795289,41421114,5174220,58538268,1028300669,328839848
(주)엠엔에프씨,48640,2009/09,,,,,,,,,,,,,
(주)엠엔에프씨,48640,2010/09,,,,,,,,,,,,,
(주)엠제이비,74150,2009/09,,,,,,,,,,,,,
(주)엠제이비,74150,2010/09,,,,,,,,,,,,,
(주)엠제이비,74150,2011/09,,,,,,,,,,,,,
(주)엠제이비,74150,2012/09,,,,,,,,,,,,,
(주)엠제이비,74150,2013/09,25719557,13295397,5785234,4880139,4560571,5480003,0,20500,-237355,-1621078,-237355,4285051,20839418
(주)엠제이비,74150,2014/09,,,,,,,,,,,,,
(주)엠제이비,74150,2015/09,,,,,,,,,,,,,
(주)엠투아이코퍼레이션,347890,2020/09,,,,,,,,,,,,,
(주)엠투아이코퍼레이션,347890,2021/09,,,,,,,,,,,,,
(주)엠투엔,33310,2009/09,,,,,,,,,,,,,
(주)엠투엔,33310,2010/09,,,,,,,,,,,,,
(주)엠투엔,33310,2011/09,,,,,,,,,,,,,
(주)엠투엔,33310,2012/09,,,,,,,,,,,,,
(주)엠투엔,33310,2013/09,,,,,,,,,,,,,
(주)엠투엔,33310,2014/09,,,,,,,,,,,,,
(주)엠투엔,33310,2015/09,78737111,22525551,2993617,34426119,28172105,39348017,0,18749684,5022413,2312734,6258788,32088901,44310992
(주)엠투엔,33310,2016/09,83809823,22447029,5601018,35590421,28591849,37416396,0,20256362,4675841,5402988,6035741,30766477,48219402
(주)엠투엔,33310,2017/09,89140971,24135661,6244600,36336678,28621556,39040085,0,19898282,3869801,236224,5002970,33048557,52804293
(주)엠투엔,33310,2018/09,92524993,24292099,4027365,38386988,28752395,41006650,1000000,20306888,3571277,1563325,4487540,35310162,54138005
(주)엠투엔,33310,2019/09,99611274,23351353,5103483,39778065,28810774,36447640,1450000,21663961,3342236,2341440,4333786,31838658,59833210
(주)엠투엔,33310,2020/09,126522599,20991450,4011394,46959897,35421334,25656540,150000,19244114,915329,-749416,1347821,23656648,79562702
(주)엠투엔,33310,2021/09,241946554,72624825,12786221,63968030,56277387,33135767,900000,0,-11163008,-146266,-14159721,30423616,177978524
(주)엠플러스,259630,2017/09,,,,,,,,,,,,,
(주)엠플러스,259630,2018/09,,,,,,,,,,,,,
(주)엠플러스,259630,2019/09,150647616,121167389,7617009,109030116,92880715,74935830,5920833,1500000,2313577,-7933259,2369333,64670819,41617500
(주)엠플러스,259630,2020/09,170273284,131122260,6824344,115344429,91766959,107393062,12104167,9100000,3482741,5286218,3541894,92806812,54928855
(주)엠플러스,259630,2021/09,145639805,105904555,9488860,91145586,69564312,64769372,9924750,8000540,-4098544,5377298,-3774678,61571364,54494219
(주)엠피대산,65150,2009/09,,,,,,,,,,,,,
(주)엠피대산,65150,2010/09,,,,,,,,,,,,,
(주)엠피대산,65150,2011/09,,,,,,,,,,,,,
(주)엠피대산,65150,2012/09,,,,,,,,,,,,,
(주)엠피대산,65150,2013/09,68318119,18421958,7115944,44651537,40346854,130454602,0,104223,924596,2550453,1491210,78426913,23666581
(주)엠피대산,65150,2014/09,71297504,18858102,6523784,38260029,32574801,109554010,0,84048,-233762,-206971,-254271,66505792,33037475
(주)엠피대산,65150,2015/09,107923412,29824538,6993282,65352570,50780300,84192851,321536,20411159,-4071348,-4717506,-5221884,46765388,42570842
(주)엠피대산,65150,2016/09,114954527,37184343,11850192,71036477,56276355,113783061,536288,28602789,767022,-1466255,1070861,57146359,43918050
(주)엠피대산,65150,2017/09,123035023,45615698,12750928,74160691,69204761,108934673,0,25800115,-4446190,-5901423,-5325438,54928460,48874332
(주)엠피대산,65150,2018/09,89677170,42893704,7443979,30026112,26186702,92260897,0,2000111,-1041624,-4100693,4366051,51064725,59651058
(주)엠피대산,65150,2019/09,80452541,38841588,8132338,49135228,38576712,84157813,0,2000000,-2609589,-10317605,-2698515,48229411,31317313
(주)엠피대산,65150,2020/09,63288742,30804732,7620205,41701924,35129095,59920829,0,2000000,-10965835,-1494920,-12221675,37167650,21586818
(주)엠피대산,65150,2021/09,68976529,36126997,13387200,21044924,17321763,56867926,0,2000000,18796899,-1524233,18707612,42219054,47931605
(주)연우,115960,2016/09,229194314,90126265,31888030,53666570,27578056,177687135,16536611,0,16133672,17208615,20541986,141732554,175527744
(주)연우,115960,2017/09,248278318,84524149,19046531,61293088,37739119,171052960,14579833,5000000,7869420,9886592,7431266,147525139,186985230
(주)연우,115960,2018/09,284921593,97927479,18526837,92726027,42894711,202532425,41475778,18430599,6051232,-1129875,7074392,179363207,192195565
(주)연우,115960,2019/09,296911903,98494216,23756187,91204045,57717659,222335703,26848164,13064881,13790734,29747872,18480901,185652289,205707858
(주)연우,115960,2020/09,286154924,93841711,36050925,69610019,46189511,184471458,21627883,18638181,8054130,24826615,10356470,159058005,216544905
(주)연우,115960,2021/09,296208041,101599111,31651813,58069849,39770717,216424836,15824176,9672286,20526109,30771919,26293996,179399697,238138192
(주)연이비앤티,90740,2009/09,,,,,,,,,,,,,
(주)연이비앤티,90740,2010/09,,,,,,,,,,,,,
(주)연이비앤티,90740,2011/09,,,,,,,,,,,,,
(주)연이비앤티,90740,2012/09,,,,,,,,,,,,,
(주)연이비앤티,90740,2013/09,173331890,96388850,22493896,97897517,89822028,334657703,7563568,22573195,7130386,4871962,9597964,318037016,75434373
(주)연이비앤티,90740,2014/09,198655815,113713982,9282409,122055033,112974346,335989551,7357213,17369720,3536762,11164929,4882209,322390822,76600782
(주)연이비앤티,90740,2015/09,205086591,118423568,20199311,129279793,120951733,337509740,6372325,35653619,939697,530453,2164890,326743841,75806798
(주)연이비앤티,90740,2016/09,165929109,96536652,26128520,93082535,87926346,302635743,3832356,35430136,598368,12061492,1070496,290062530,72846574
(주)연이비앤티,90740,2017/09,152489130,79731692,15471753,82689847,81192781,213692176,400000,37039810,-3691084,7450748,-4213951,207308573,69799283
(주)연이비앤티,90740,2018/09,151613109,88647363,18152276,97355131,87978284,210879587,8147053,31123104,1568924,5954174,3684478,199668538,54257979
(주)연이비앤티,90740,2019/09,153836966,85208409,11277510,85723969,76008074,239127793,8921988,20507982,7325595,7232637,10706136,220725628,68112997
(주)연이비앤티,90740,2020/09,178729057,94889215,10899510,136765808,126014851,200598352,6333469,25250772,-65038811,-5925058,-61879828,192660733,41963249
(주)연이비앤티,90740,2021/09,182423934,95918571,20727050,146066528,142190304,184981108,3517357,35455633,7428665,7535562,8597114,174727566,36357406
(주)영림원소프트랩,60850,2020/09,49735239,36703174,20604668,17516507,11158900,32528663,2000000,0,2939428,293582,2945763,17797401,32218732
(주)영림원소프트랩,60850,2021/09,51757964,35704928,14418615,16853727,7601414,32695032,4000000,0,1890176,830141,1919878,17427152,34904237
(주)영우디에스피,143540,2015/09,,,,,,,,,,,,,
(주)영우디에스피,143540,2016/09,,,,,,,,,,,,,
(주)영우디에스피,143540,2017/09,133092815,101927039,10613879,93790105,66372426,195927168,55540,24900000,123786,-22702279,123786,193269926,39302710
(주)영우디에스피,143540,2018/09,118831195,89788092,16598129,104131898,97355232,98625813,6766667,23900000,-11258324,-18801725,-11258324,101168061,14699296
(주)영우디에스피,143540,2019/09,109536626,83054926,4693012,88431070,81550148,45153203,6566667,17846000,1718285,-44610085,1719212,39169867,21105556
(주)영우디에스피,143540,2020/09,130592679,89262099,6148109,81562623,61522297,74364961,6488889,12996000,14907855,4475609,14907855,58963210,49030056
(주)영우디에스피,143540,2021/09,94773060,54951436,11179239,32615914,26312260,65692358,6222222,6900000,8245236,6520336,8469307,51225409,62157147
(주)영진코퍼레이션,53330,2009/09,,,,,,,,,,,,,
(주)영진코퍼레이션,53330,2010/09,,,,,,,,,,,,,
(주)영진코퍼레이션,53330,2011/09,,,,,,,,,,,,,
(주)영진코퍼레이션,53330,2012/09,,,,,,,,,,,,,
(주)영진코퍼레이션,53330,2013/09,49509284,32074958,762777,36216454,29881399,27265043,1448864,15601325,-5335712,-6747963,-5335712,24851812,13292830
(주)영진코퍼레이션,53330,2014/09,65971741,42082294,1009278,43742079,31917826,22559710,1525164,17740134,-4646815,-1087963,-4796631,20448568,22229662
(주)예당컴퍼니,49000,2009/09,,,,,,,,,,,,,
(주)예당컴퍼니,49000,2010/09,,,,,,,,,,,,,
(주)예당컴퍼니,49000,2011/09,,,,,,,,,,,,,
(주)예당컴퍼니,49000,2012/09,,,,,,,,,,,,,
(주)예림당,36000,2009/09,,,,,,,,,,,,,
(주)예림당,36000,2010/09,,,,,,,,,,,,,
(주)예림당,36000,2011/09,,,,,,,,,,,,,
(주)예림당,36000,2012/09,,,,,,,,,,,,,
(주)예림당,36000,2013/09,175958733,53954127,13644181,86530735,63556989,82570874,16353785,30918355,10466671,10107664,12102260,50453216,89427998
(주)예림당,36000,2014/09,184562713,57316604,16352414,78643816,52090464,215254730,16256084,9734887,15218194,25580446,16959511,162412032,105918897
(주)예림당,36000,2015/09,217177468,78627172,28121869,110032466,65835278,234048165,16060685,7200000,4932703,24669041,5138765,195325838,107145001
(주)예림당,36000,2016/09,272306445,120715273,38432040,141758772,107235344,337025974,15865285,2700000,19591024,44547912,20204350,271191691,130547673
(주)예림당,36000,2017/09,333403032,181376878,45804573,169755533,149396169,471301491,0,4300000,44213732,78637478,45008249,375205676,163647499
(주)예림당,36000,2018/09,574866987,402070491,231191216,195486072,155889801,580312438,0,0,37761347,16108666,56616542,466030384,379380916
(주)예림당,36000,2019/09,938381053,340461984,41495303,594770077,236031572,644552084,0,0,-38058722,45410578,-43822814,581297066,343610976
(주)예림당,36000,2020/09,786409976,177281874,30017708,574476851,210762230,239055646,2900000,49201286,-119847687,-54512332,-126467505,307087208,211933125
(주)예림당,36000,2021/09,876048800,183271740,25819799,691934840,256770078,165342783,2900000,46439278,-127457288,5967053,-163663439,251060491,184113960
(주)예선테크,250930,2016/09,,,,,,,,,,,,,
(주)예선테크,250930,2017/09,,,,,,,,,,,,,
(주)예선테크,250930,2018/09,,,,,,,,,,,,,
(주)예선테크,250930,2019/09,52883900,41460510,6676338,17103238,12834864,45366783,1300000,4070000,-1716326,5747741,-88609,30015784,35780662
(주)예선테크,250930,2020/09,70291386,37857657,2887348,29808496,13543805,40121161,13300000,5640000,4558025,1429257,4612087,28242161,40482890
(주)예선테크,250930,2021/09,72955768,42335792,2519910,32852080,14451940,49461506,14600420,5680000,2511607,-1114690,3414199,40511426,40103689
(주)예스티,122640,2015/09,,,,,,,,,,,,,
(주)예스티,122640,2016/09,,,,,,,,,,,,,
(주)예스티,122640,2017/09,117311260,81521023,24630913,62705758,33363092,121772945,7196420,9847276,14647375,1226671,18621937,96801397,54605502
(주)예스티,122640,2018/09,130347884,65675875,4497723,80362042,58790789,69620136,16493220,10512207,-4999317,7220799,-6001704,59155207,49985842
(주)예스티,122640,2019/09,168432328,75999043,12829087,99984183,37369301,34577640,27465860,19734165,-7969521,-3295277,-9330471,29213616,68448145
(주)예스티,122640,2020/09,171384488,45883848,8581389,105537857,72986234,45823034,28833450,24325865,3339268,9829726,4385649,35848310,65846631
(주)예스티,122640,2021/09,212664512,72353581,39990722,124060025,74006557,45975061,42892222,19352258,-14151135,-3223823,-16643371,40278615,88604487
(주)오공,45060,2009/09,,,,,,,,,,,,,
(주)오공,45060,2010/09,,,,,,,,,,,,,
(주)오공,45060,2011/09,,,,,,,,,,,,,
(주)오공,45060,2012/09,,,,,,,,,,,,,
(주)오공,45060,2013/09,89950187,49740761,10519110,42375491,35579006,81703603,1548890,19445360,2117793,3843277,2670309,66694437,47574696
(주)오공,45060,2014/09,105689238,54524552,10357681,55230160,47390430,90678603,2567200,28500000,2121983,239706,2801982,74450659,50459078
(주)오공,45060,2015/09,118245577,63193225,15474485,65244034,49242023,98437957,10688620,27550000,2669949,3179263,3848827,80601138,53001544
(주)오공,45060,2016/09,119629838,60962314,15062084,65093172,49094024,105821677,10673840,23550000,4250400,7598892,5368093,85370743,54536666
(주)오공,45060,2017/09,122259991,64589132,18792811,63036098,47943639,112574275,9903299,18200000,4800464,7422218,5991237,91504361,59223893
(주)오공,45060,2018/09,128269610,69981231,27830369,55240083,42690129,111184810,7739048,17900000,5002126,6019836,6332201,90906658,73029527
(주)오공,45060,2019/09,128709432,63855312,21496836,50719939,43212361,113575465,2000000,14214018,4793851,8002197,6101449,92555154,77989493
(주)오공,45060,2020/09,131716490,71790455,19227733,47610054,41518803,109661513,0,18268798,5079773,13325716,6630212,87664422,84106436
(주)오공,45060,2021/09,130016835,65674416,16989540,37909174,28250409,122262941,2000000,8500000,6101364,2043977,6200242,102465841,92107661
(주)오디텍,80520,2009/09,,,,,,,,,,,,,
(주)오디텍,80520,2010/09,,,,,,,,,,,,,
(주)오디텍,80520,2011/09,,,,,,,,,,,,,
(주)오디텍,80520,2012/09,,,,,,,,,,,,,
(주)오디텍,80520,2013/09,101196025,72673977,27046440,11548544,9212578,58869994,30000,2733693,8274463,15471865,10515819,46924571,89647481
(주)오디텍,80520,2014/09,108362541,84070011,38938807,10526441,7808373,47823315,0,1660630,6784835,11426493,8169907,36965969,97836101
(주)오디텍,80520,2015/09,114261014,91531893,43485763,10382677,7322684,45712247,0,1886646,7411200,8824003,9403135,36210366,103878337
(주)오디텍,80520,2016/09,119112690,97369810,46096260,10033355,7797473,42675526,0,1730035,6142226,7546716,8013067,32280694,109079335
(주)오디텍,80520,2017/09,125799022,69618439,30532412,10211229,7787389,37911931,0,1807314,4970373,4025314,6360924,31828709,115587793
(주)오디텍,80520,2018/09,128211197,68339982,30707497,10337524,7593856,33584528,0,1758409,2678685,3568528,3998778,30459047,117873673
(주)오디텍,80520,2019/09,126280429,54713869,14085807,8145500,5312701,31060220,0,0,2547143,1679152,3289995,28183007,118134929
(주)오디텍,80520,2020/09,124816635,59341975,12313330,8441481,5624822,31012220,0,0,559041,5112176,944896,27857444,116375154
(주)오디텍,80520,2021/09,141128773,65186282,16033403,13890563,9213474,41516975,0,0,5769506,3083897,7755678,35314144,127238210
(주)오로스테크놀로지,322310,2020/09,,,,,,,,,,,,,
(주)오로스테크놀로지,322310,2021/09,79955035,55941936,29855950,13051610,10666651,34072266,0,2302742,4880899,12033706,6881484,12707760,66903425
(주)오르비텍,46120,2010/09,,,,,,,,,,,,,
(주)오르비텍,46120,2011/09,,,,,,,,,,,,,
(주)오르비텍,46120,2012/09,,,,,,,,,,,,,
(주)오르비텍,46120,2013/09,47613981,16641073,2341955,25889015,21087470,17347057,3175000,2200000,-5425868,-1902063,-5166623,18570000,21724966
(주)오르비텍,46120,2014/09,48558320,17907025,2607354,36477393,13383307,22598649,20828433,4152689,-5506590,31167,-5510227,22271818,12080926
(주)오르비텍,46120,2015/09,,,,,,,,,,,,,
(주)오르비텍,46120,2016/09,,,,,,,,,,,,,
(주)오르비텍,46120,2017/09,,,,,,,,,,,,,
(주)오르비텍,46120,2018/09,122842100,56784069,10267971,54444710,39443963,52359952,10693303,4200000,3804919,-2173730,3754888,43531420,68397390
(주)오르비텍,46120,2019/09,133488389,65327950,8656976,64722004,55817131,51383467,6149980,13200000,605195,-3969198,653180,45794963,68766385
(주)오르비텍,46120,2020/09,120329451,55210250,6312403,55472755,50191302,33098610,3014505,20700000,-3589990,-2726077,-3601268,32381663,64856696
(주)오르비텍,46120,2021/09,130384580,62223073,13789022,72789166,67310036,58128330,798125,17300000,4844609,-4669509,5475555,35870701,57595414
(주)오리엔탈정공,14940,2009/09,,,,,,,,,,,,,
(주)오리엔탈정공,14940,2010/09,,,,,,,,,,,,,
(주)오리엔탈정공,14940,2011/09,,,,,,,,,,,,,
(주)오리엔탈정공,14940,2012/09,,,,,,,,,,,,,
(주)오리엔탈정공,14940,2013/09,204665070,69608655,8993041,148835106,53603460,127681920,83585964,10301694,49629513,1443059,50121387,119088907,55829964
(주)오리엔탈정공,14940,2014/09,189939557,58638759,948644,148256421,45130087,122571090,90334532,3156440,-16412033,-3187122,-16367866,124198065,41683136
(주)오리엔탈정공,14940,2015/09,192302199,65097388,3089984,172748148,64039550,131915704,90525972,12121954,-4000961,-4213838,-3996771,123100726,19554051
(주)오리엔탈정공,14940,2016/09,165719784,48668041,9291774,136047307,120493999,139842715,0,2515941,-1454456,9888902,-1090185,125454363,29672477
(주)오리엔탈정공,14940,2017/09,127820894,29913630,6910346,115362069,100727999,80677925,0,75950300,302151,-8888172,423669,70069348,12458824
(주)오리엔탈정공,14940,2018/09,131404763,34842288,8090905,118576695,103777203,50296566,0,75598260,-3071325,-4345148,-3036673,44911904,12828068
(주)오리엔탈정공,14940,2019/09,156449533,38775554,14488938,128303776,106342998,90612643,0,72895445,-16837,6301482,18718,83133441,28145757
(주)오리엔탈정공,14940,2020/09,164584577,45394115,11831183,116838430,94524385,129391950,0,63691148,15762071,7720411,17080009,103689369,47746147
(주)오리엔탈정공,14940,2021/09,175985848,43891259,10561547,110628347,28767416,87219061,55110363,5900000,5005648,281869,5192577,73378268,65357500
(주)오리엔트정공,65500,2009/09,,,,,,,,,,,,,
(주)오리엔트정공,65500,2010/09,,,,,,,,,,,,,
(주)오리엔트정공,65500,2011/09,,,,,,,,,,,,,
(주)오리엔트정공,65500,2012/09,,,,,,,,,,,,,
(주)오리엔트정공,65500,2013/09,,,,,,,,,,,,,
