,자기자본비율,총자산규모,총자본회전율,총자본순이익률,자기자본증가율,자기자본회전율,차입금의존도,총자산증가율,회사명,거래소코드,회계년도,감사의견코드,광업,교육 서비스업,도매 및 소매업,"사업시설 관리, 사업 지원 및 임대 서비스업","수도, 하수 및 폐기물 처리, 원료 재생업","예술, 스포츠 및 여가관련 서비스업","전기, 가스, 증기 및 공기조절 공급업","전문, 과학 및 기술 서비스업",정보통신업,제조업,y
8442,92.02740712304602,18.36475383620329,30.522699173035843,3.6125976612344575,4.411444589325764,33.166966371469336,1.793863630519014,3.0737229461361,삼영이엔씨(주),65570,2017,1,0,0,0,0,0,0,0,0,0,1,0.0
8443,88.84272929306078,18.36638140963483,26.30187988229656,1.236129226956152,-1.919538569390411,29.60498860355352,4.542776969550446,0.1628898648039502,삼영이엔씨(주),65570,2018,1,0,0,0,0,0,0,0,0,0,1,0.0
8444,86.90581515505762,18.35070742770077,28.403019897266248,-1.6062942147986456,-2.861811604441733,32.68253090611887,4.949081763368669,-1.555178435315136,삼영이엔씨(주),65570,2019,1,0,0,0,0,0,0,0,0,0,1,0.0
8445,76.39310783506097,18.40808721733301,28.32976650594649,0.4954226516746821,-10.210197385264609,37.08419163560252,7.81289007481384,5.905795325640724,삼영이엔씨(주),65570,2020,1,0,0,0,0,0,0,0,0,0,1,0.0
8446,58.3969749345162,18.566726510381447,33.637382959560775,-4.720529803120822,-9.81064165444906,57.6012421829731,29.22052511285735,19.76098845519781,삼지전자(주),37460,2011,1,0,0,0,0,0,0,0,0,0,1,0.0
8447,57.431979060586094,18.55688304527253,48.28767556878436,2.471233862039907,6.665992305835378,84.07802823204953,18.809201523935663,-0.9795176777619584,삼지전자(주),37460,2012,1,0,0,0,0,0,0,0,0,0,1,0.0
8448,64.07130992638447,18.331388363815567,38.45702721595857,2.1485986777661656,-0.194133140603836,60.02222720300904,3.8825681918989616,-20.187869472089123,삼지전자(주),37460,2013,1,0,0,0,0,0,0,0,0,0,1,0.0
8449,77.6180504010963,18.19319609619897,29.44025933813667,-2.6517071539843213,0.6020584553320996,37.9296557772351,7.012980173054402,-12.90687762236344,삼지전자(주),37460,2014,1,0,0,0,0,0,0,0,0,0,1,0.0
8450,61.1455490158877,19.714946797030628,158.7528647345502,10.393876401692632,104.6354099129787,418.4668562351201,48.87794043388978,102.81581690147787,삼지전자(주),37460,2015,1,0,0,0,0,0,0,0,0,0,1,0.0
8451,54.0661187552174,19.62550496871703,158.7528647345502,5.186815123663583,38.943341375756965,439.1679929268285,24.89516081240881,-8.555854182113743,삼지전자(주),37460,2016,1,0,0,0,0,0,0,0,0,0,1,0.0
8452,65.88170647305702,19.855977113467784,158.7528647345502,6.824913862827288,31.4943413249226,377.2621998563316,20.140472632013285,25.919439162351978,삼지전자(주),37460,2017,1,0,0,0,0,0,0,0,0,0,1,0.0
8453,57.72883699582112,20.15441387456741,158.7528647345502,4.945585159933439,14.661878750816616,383.5825004255665,25.87840493505168,34.77503042545862,삼지전자(주),37460,2018,1,0,0,0,0,0,0,0,0,0,1,0.0
8454,54.51508448688206,20.24913183825667,158.7528647345502,4.478420604695512,13.806221932898689,362.5906204225682,20.096454590439595,9.934875513131049,삼지전자(주),37460,2019,1,0,0,0,0,0,0,0,0,0,1,0.0
8455,54.27987126018954,20.3550143844869,158.7528647345502,5.863425610684757,10.10408862787726,329.40778061042954,21.496500857098503,11.169129650452671,삼지전자(주),37460,2020,1,0,0,0,0,0,0,0,0,0,1,0.0
8456,86.75308818737835,18.408053413731626,59.55644923168547,5.102071352783431,6.68433109359674,68.65052354453279,1.2954322818793664,5.9915937018207925,삼천당제약(주),250,2011,1,0,0,0,0,0,0,0,0,0,1,0.0
8457,86.6442048470652,18.445778581744985,56.09608580793321,3.918686152963372,4.755219020573365,64.7430326205288,0.9457979722957424,3.84457955356334,삼천당제약(주),250,2012,1,0,0,0,0,0,0,0,0,0,1,0.0
8458,76.65474022500634,18.66619249924282,67.0518983505056,8.171818200858775,1.2531368098393392,87.47260528662245,8.113897232082909,24.659261030826688,삼천당제약(주),250,2013,1,0,0,0,0,0,0,0,0,0,1,0.0
8459,92.15204207091294,18.94210293130233,58.43175880547913,9.11866506813208,54.60693841449167,63.40799128522258,2.5010362011999594,31.77298323942438,삼천당제약(주),250,2014,1,0,0,0,0,0,0,0,0,0,1,0.0
8460,85.85232881694755,19.01041538808814,55.56757111462479,7.797614040728424,9.680097135666552,64.72459382331347,3.2073040062667064,7.069980363762987,삼천당제약(주),250,2015,1,0,0,0,0,0,0,0,0,0,1,0.0
8461,88.4370843236235,19.11029833282573,56.9470561736326,8.261357919080387,12.122711227879822,64.3927336695572,2.420487675813117,10.504155957501933,삼천당제약(주),250,2016,1,0,0,0,0,0,0,0,0,0,1,0.0
8462,88.8219784842601,19.222194008421376,58.23404041593878,9.023878281344302,11.689191816238951,65.5626472295461,3.4890143337781203,11.839617854359515,삼천당제약(주),250,2017,1,0,0,0,0,0,0,0,0,0,1,0.0
8463,89.32149696706865,19.3051498602729,52.32163321587002,6.860574832325426,10.77484407205651,58.57675362870389,1.0000078011276337,8.649384079799926,삼천당제약(주),250,2018,1,0,0,0,0,0,0,0,0,0,1,0.0
8464,85.01763676688942,19.461578743133813,54.073458902453794,7.690842898653481,7.519773101658278,63.60263700427038,1.095308057330323,16.932760012837438,삼천당제약(주),250,2019,1,0,0,0,0,0,0,0,0,0,1,0.0
8465,84.55193478177586,19.546577603508023,43.08642575191056,0.0842471605765082,11.97084028839237,50.95853319396462,7.649419685337278,8.871582596906144,삼천당제약(주),250,2020,1,0,0,0,0,0,0,0,0,0,1,0.0
8466,74.70079541584647,18.41584996450351,77.74476379407311,3.3903480488204343,2.942000958431179,104.07488081121676,16.5552405973626,1.1701109404657246,삼천리자전거(주),24950,2011,1,0,0,1,0,0,0,0,0,0,0,0.0
8467,75.30447111191786,18.48416022325304,92.00115441289606,8.32303106088013,4.978643338902478,122.17223367277025,10.878430076104184,7.069745020319774,삼천리자전거(주),24950,2012,1,0,0,1,0,0,0,0,0,0,0,0.0
8468,73.05180474674592,18.662797543428827,84.91335640911063,9.32805085026138,10.131351122193076,116.23717812788614,23.883207238393,19.55870502254064,삼천리자전거(주),24950,2013,1,0,0,1,0,0,0,0,0,0,0,0.0
8469,71.41884845637465,18.768675631967003,80.54763970334804,11.157695025580912,12.41955098813785,112.7820476586788,17.559638719810952,11.16863409381164,삼천리자전거(주),24950,2014,1,0,0,1,0,0,0,0,0,0,0,0.0
8470,73.82381908340417,18.747721197965312,81.66640355752058,10.835201969557378,7.706064736814433,110.62337951556808,12.226562329010791,-2.073641532428523,삼천리자전거(주),24950,2015,1,0,0,1,0,0,0,0,0,0,0,0.0
8471,68.93363006312296,19.014173514690228,80.02683308171767,7.101923175875144,6.503244010892706,116.09258501030132,29.30452609827753,30.5325345663828,삼천리자전거(주),24950,2016,1,0,0,1,0,0,0,0,0,0,0,0.0
8472,59.01117056348243,19.006138682808864,55.16106825167279,3.06058196415292,-3.4441959162328173,93.47563812911012,31.08598533525922,-0.8002638899119696,삼천리자전거(주),24950,2017,1,0,0,1,0,0,0,0,0,0,0,0.0
8473,56.62347638299645,18.98339150893002,39.57079562149397,-1.2345796829030686,-5.506343062893793,69.88408015403438,34.61332356802457,-2.249040750714619,삼천리자전거(주),24950,2018,1,0,0,1,0,0,0,0,0,0,0,0.0
8474,50.54169147589157,18.85366607943772,47.72000297785002,-3.1704373529341945,-17.123942207708932,94.4171071136638,33.19345928046514,-12.166343686877807,삼천리자전거(주),24950,2019,1,0,0,1,0,0,0,0,0,0,0,0.0
8475,50.18017012367197,18.642268509659527,79.40572241820283,-6.760977724449423,-15.992701542942523,158.24123796811128,26.336686032414107,-19.05478108262172,삼천리자전거(주),24950,2020,1,0,0,1,0,0,0,0,0,0,0,0.0
8476,76.19843543117729,18.819945536436173,109.9971607679175,8.635597359663045,7.735767814613847,144.35619333321793,12.110029706828932,13.20309046239809,삼현철강(주),17480,2011,1,0,0,0,0,0,0,0,0,0,1,0.0
8477,74.70875463049143,18.90314512086104,124.51717710325973,4.454494509583181,8.633171946470064,166.67012817857844,10.92969872160104,8.675868701224763,삼현철강(주),17480,2012,1,0,0,0,0,0,0,0,0,0,1,0.0
8478,71.9841236093431,18.9710797475236,112.74365149889118,4.51606795557168,3.8863335413395816,156.62294106787976,13.11863823192289,7.029533741342839,삼현철강(주),17480,2013,1,0,0,0,0,0,0,0,0,0,1,0.0
8479,72.86052582616301,19.0203731753315,92.3960931673359,5.68074022737693,7.298272915680126,126.81227882953046,6.750099414198529,5.052855981170749,삼현철강(주),17480,2014,1,0,0,0,0,0,0,0,0,0,1,0.0
8480,79.24190471175703,18.76859665128508,84.55260141545794,-1.0332548796285894,-0.9637173503200702,106.70187916736556,0.0,-22.25815470122216,삼현철강(주),17480,2015,1,0,0,0,0,0,0,0,0,0,1,0.0
8481,92.77977379232668,18.81163313011108,67.85684337303178,4.456579822275981,4.674127809517503,73.137539141795,0.0,4.397597717402753,삼현철강(주),17480,2016,1,0,0,0,0,0,0,0,0,0,1,0.0
8482,90.355451796277,18.873953654505566,81.74582884486871,2.4409005544540605,2.680814197446036,90.4713852011716,0.0,6.430342527373664,삼현철강(주),17480,2017,1,0,0,0,0,0,0,0,0,0,1,0.0
8483,88.87577634225933,18.942578981447728,104.28210299117362,4.194735329269858,5.02879392450275,117.33467462448344,0.0,7.1034846062248524,삼현철강(주),17480,2018,1,0,0,0,0,0,0,0,0,0,1,0.0
8484,88.70219394185408,18.91374918603127,106.58908984879008,2.8936191191230884,1.7611376176086768,120.1651110441092,0.0,-2.841818192704248,삼현철강(주),17480,2019,1,0,0,0,0,0,0,0,0,0,1,0.0
8485,90.10904946719585,18.96436561458305,97.33272930257226,2.7073463074934847,2.720920831376384,108.01659753164547,0.0,5.191932966972416,삼현철강(주),17480,2020,1,0,0,0,0,0,0,0,0,0,1,0.0
8486,48.07146748954069,18.23521278241442,103.5828764419235,4.494568121562365,10.911922256598494,215.47683449534983,32.03127409339,17.890305160907978,상신이디피(주),91580,2011,1,0,0,0,0,0,0,0,0,0,1,0.0
8487,47.8549936749542,18.275000804223858,82.6114787331654,2.874449241883511,9.909658293008516,172.62875279910787,34.60641690317183,4.059016839039168,상신이디피(주),91580,2012,1,0,0,0,0,0,0,0,0,0,1,0.0
8488,44.23961381005779,18.384580283344043,98.86435139297376,-0.088641867108146,-0.2565464183043597,223.47471616150764,37.38627718220646,11.580875090881689,상신이디피(주),91580,2013,1,0,0,0,0,0,0,0,0,0,1,0.0
8489,44.68422859783263,18.369125731109,79.25488111473155,2.5893430969427653,5.716637226913135,177.36656444948844,35.47494793108641,-1.5335743475469776,상신이디피(주),91580,2014,1,0,0,0,0,0,0,0,0,0,1,0.0
8490,39.7212612551936,18.391486025324337,59.896358144475656,-3.3791701587450684,-10.79637487490178,150.79168246865308,44.58494342620858,2.2612159350331047,상신이디피(주),91580,2015,1,0,0,0,0,0,0,0,0,0,1,0.0
8491,37.21794251521482,18.42682970031224,60.485305206283925,-0.8595499646269501,-3.55043866943382,162.51652057756098,48.87794043388978,3.597568655733772,상신이디피(주),91580,2016,1,0,0,0,0,0,0,0,0,0,1,0.0
8492,38.44476422459336,18.44385199498084,70.52691594116305,2.590458661044331,6.023927141810526,183.44998952041053,42.59872448677559,1.716799949590918,상신이디피(주),91580,2017,1,0,0,0,0,0,0,0,0,0,1,0.0
8493,49.45004198444116,18.68060697729732,94.7312716704534,7.291362953723514,47.04715364123888,191.5696486167988,37.672781207371855,26.71306103300706,상신이디피(주),91580,2018,1,0,0,0,0,0,0,0,0,0,1,0.0
8494,43.86835126916901,18.876806893618376,74.42493006108867,3.616259408390087,9.913275626551377,169.6551794354648,41.82744858299449,21.677013322949897,상신이디피(주),91580,2019,1,0,0,0,0,0,0,0,0,0,1,0.0
8495,44.34056532749299,18.880552600947937,67.6348783125063,3.556663117234616,11.168544703262471,152.5349932121183,30.922771578044088,0.3752731258383388,상신이디피(주),91580,2020,1,0,0,0,0,0,0,0,0,0,1,0.0
8496,58.17160635127346,17.726729420155895,118.47345007736604,3.8899066159712814,1.7007309758483968,203.6619882249005,13.330127523502622,-11.843296661110326,상신전자(주),263810,2018,1,0,0,0,0,0,0,0,0,0,1,0.0
8497,67.68395801019625,17.757041742993437,124.01500486875244,4.530791219730266,10.706328632321547,183.2265850204419,14.24211363526465,3.0776418700880144,상신전자(주),263810,2019,1,0,0,0,0,0,0,0,0,0,1,0.0
8498,66.05383408338021,17.8944279814634,113.82049235664088,3.1809549723370294,6.365685285840672,172.3147398422997,14.96105928666226,14.727118322280896,상신전자(주),263810,2020,1,0,0,0,0,0,0,0,0,0,1,0.0
8499,84.86453582290284,17.952277561308456,38.37432661990676,4.200168314904034,2.5302676438976324,45.21833089382253,0.0,-4.328757122814904,서암기계공업(주),100660,2013,1,0,0,0,0,0,0,0,0,0,1,0.0
8500,86.26836614441387,17.980895908814357,38.53239592944944,2.392306093559044,0.8483033041178034,44.66573050073293,0.0,2.9031786973913847,서암기계공업(주),100660,2014,1,0,0,0,0,0,0,0,0,0,1,0.0
8501,85.92996566532325,17.984263956599715,41.38946147961421,2.3554507102308864,1.2033710004568876,48.16650531528932,0.0,0.3373726031377715,서암기계공업(주),100660,2015,1,0,0,0,0,0,0,0,0,0,1,0.0
8502,86.99500510943258,17.95926160232937,37.29950485952984,1.4219690155686606,0.1578904340374665,42.87545568002453,0.0,-2.469238411216937,서암기계공업(주),100660,2016,1,0,0,0,0,0,0,0,0,0,1,0.0
8503,87.0907782352279,18.03529465141221,45.98134788589237,3.2892062596855767,2.7634914050467474,52.79703410354081,0.0,7.899823347003212,서암기계공업(주),100660,2017,1,0,0,0,0,0,0,0,0,0,1,0.0
8504,86.93998665282686,18.03421756031047,46.00221774276439,3.709426199603424,3.5643258355005925,52.91261192213287,0.0,-0.1076511247324765,서암기계공업(주),100660,2018,1,0,0,0,0,0,0,0,0,0,1,0.0
8505,90.19165545647172,18.06659772378949,43.11296908233397,3.802638674235765,5.390391529275251,47.80150543210856,0.0,3.2910105373456706,서암기계공업(주),100660,2019,1,0,0,0,0,0,0,0,0,0,1,0.0
8506,89.55675751849058,18.034113545182954,35.27704862411232,1.2086749642668069,-0.7090233840551075,39.390716682466696,0.0,-3.196223458347457,서암기계공업(주),100660,2020,1,0,0,0,0,0,0,0,0,0,1,0.0
