,총자본순이익률,자기자본비율,총자산규모,총자본회전율,자기자본증가율,차입금의존도,자기자본회전율,총자산증가율,y,감사의견코드,광업,교육 서비스업,도매 및 소매업,"사업시설 관리, 사업 지원 및 임대 서비스업","수도, 하수 및 폐기물 처리, 원료 재생업","예술, 스포츠 및 여가관련 서비스업","전기, 가스, 증기 및 공기조절 공급업","전문, 과학 및 기술 서비스업",정보통신업,제조업,회계년도
53,-25.156358721202952,80.0282427664324,17.59577492993,34.85801190001013,548.2545984681173,4.20654847071719,43.5571376991814,-14.50304481617335,1.0,1,0,0,0,0,0,0,0,0,0,1,2020
54,-4.58495825244276,14.035914121486911,18.84407815622893,11.894454411247237,-71.19986815282635,9.851827879807834,84.74299791446133,-53.07881794702083,1.0,1,0,0,0,0,0,0,0,0,0,1,2019
55,0.1902983182800808,108.95298193618233,17.370260383403323,47.5505482467723,605.2047324666512,0.0,43.64318204216234,48.09431869569545,1.0,1,0,0,0,0,0,0,0,0,0,0,2019
56,126.11989030719542,64.27382847331621,18.9752067092605,44.606605771074285,-21.629801063294508,0.0,69.40088498010208,-28.40434201137029,1.0,1,0,0,0,0,0,0,0,1,0,0,2015
57,-15.913102800971055,10.666347275649333,18.031162338609263,47.79577060822088,-63.13650106596125,3.860156350760767,448.0987668321649,-13.624650321849328,1.0,1,0,0,0,0,0,0,0,0,0,1,2015
58,-26.918941489852067,65.06312177567078,17.80329955741077,34.04350844922924,15.91917199025663,1.428693665171361,52.32381650331326,119.45220588594306,1.0,1,0,0,0,0,0,0,0,0,0,1,2018
59,-23.764626342084764,33.04075824305448,17.94156398802023,10.378046736026526,-66.47855751016056,5.379086961086725,31.40983224320557,-49.737536488117605,1.0,0,0,0,0,0,0,0,0,0,0,1,2020
60,-13.269256847928428,29.49408807423901,17.74811823775124,49.9125692778934,-56.11534415356112,15.956035604077382,169.2290643204815,-35.03102866360512,1.0,1,0,0,0,0,0,0,0,0,0,1,2011
61,13.422332737851375,80.58502709225382,18.295286758356248,19.50581641329298,29.353684305112782,6.236945192017296,24.20526134583624,-18.10288033839288,1.0,1,0,0,0,0,0,0,0,0,0,1,2017
62,2.5623045144213927,26.405941632381907,17.08934203459464,33.418547881602855,-72.20567402466848,32.59438967907929,126.55692550884572,-43.80586562360092,1.0,1,0,0,1,0,0,0,0,0,0,0,2011
63,-19.206058523706155,53.293687489697305,17.371307461566136,26.83986744725978,-23.550740470663555,5.347379568722356,50.36218867844045,15.030030554363154,1.0,1,0,0,1,0,0,0,0,0,0,0,2016
64,6.280510264270369,77.80122039626103,17.580104466362524,127.21317382304112,24.562256018170725,0.7154895766047501,163.51051201396675,5.977768538460305,1.0,1,0,0,1,0,0,0,0,0,0,0,2011
65,-6.948985898233273,41.11119404794534,17.60671927312237,80.30307462779753,-30.11923262718172,7.441280162185055,195.33140909053927,-20.217618467626547,1.0,1,0,0,1,0,0,0,0,0,0,0,2020
66,-10.99701512262908,0.759423634445132,18.172223641055066,2.344551230843724,-97.80327999666638,24.93216497681572,308.72771461172067,-37.30819443353147,1.0,1,0,0,0,0,0,0,0,0,0,1,2019
67,-2.075307820990857,11.418654760054457,16.660946663506554,5.859858744610852,607.2277321759178,6.091835853928448,51.31829333443222,-77.93719390835413,1.0,1,0,0,0,0,0,0,0,0,0,1,2020
68,-1.307313289135714,23.32497463889689,19.028127542338773,38.99040069771201,-34.39370916946973,39.84763222114903,167.16159953585264,-10.526454313151737,1.0,1,0,0,0,0,0,0,0,0,0,1,2012
69,-13.489447303168486,21.400684872358823,21.0879286260352,32.513469867037394,-42.00898655542361,39.88831622161356,151.92723999703333,0.2584140411669337,1.0,1,0,0,0,0,0,0,0,0,0,1,2013
70,-76.29394182406465,-13.62890114646804,18.19325162268742,43.03324618199926,-131.85211919719023,26.95448429086663,-315.74993258463417,-54.13060426187391,1.0,1,0,0,0,0,0,0,0,0,0,1,2018
71,-2.7188592503734927,44.593445389844106,17.709077594944052,36.9121349323022,160.1359637475526,6.213903386680652,82.77479932220874,-38.379404435126375,1.0,1,0,0,0,0,0,0,0,0,0,1,2019
72,-12.284057278663235,18.599702706831224,17.365939712872933,32.77438039947359,-56.24840772937005,49.729516618652944,176.20916267353218,-17.996868374069827,1.0,1,0,0,0,0,0,0,0,0,0,0,2013
73,-6.459409049476816,34.766928659691324,16.915915095385156,99.45746133680764,-24.865393549551484,32.23755124342584,286.0691616171386,5.288303162954184,1.0,1,0,0,0,0,0,0,0,0,0,0,2015
74,-7.4391909088185395,101.53078392715148,17.53636371164061,21.37097979568296,1073.4985162777805,6.627714992795582,21.048768628652244,127.60681541636704,1.0,1,0,0,0,0,0,0,0,0,0,0,2017
75,-22.54309260785164,29.63216464958641,16.48152831001943,114.0930305538207,-31.459466308040373,19.76549832074366,385.03103604823264,-23.377848961679067,1.0,1,0,0,1,0,0,0,0,0,0,0,2011
76,-61.82994708783804,19.6965162093752,15.585851104394028,63.23139088404341,-77.70783584701664,4.276648342019157,321.0282986691138,-66.26347261703603,1.0,1,0,0,1,0,0,0,0,0,0,0,2014
77,-10.006546653165914,1.7366965976069455,18.484202595331336,72.3829145411548,-89.51601438263236,36.54984291375551,4167.850310808101,-13.4834616570421,1.0,1,0,0,0,0,0,0,0,0,0,1,2020
78,-10.233266930243044,75.97162206611905,18.277950854576574,11.911723107624574,276.79617307728915,5.227668810957461,15.679174386006464,161.5743769240837,1.0,0,0,0,0,0,0,1,0,0,0,0,2018
79,-4.156690170128682,68.63072318745387,17.415256840218515,1.856962719400971,34.575348786515825,0.104676472709781,2.7057309513247785,-37.92538722801688,1.0,1,0,0,0,0,0,1,0,0,0,0,2020
80,2.2136948770604583,61.61921366301451,19.29864524346599,33.435101748988394,28.88923855110155,12.01420670489868,54.26083807534376,24.452440847432687,1.0,1,0,0,0,0,0,0,0,0,0,1,2011
81,3.3377493899077058,68.2015539286024,19.39001484893257,28.513498356153868,-1.180801182319524,5.932959922353278,41.80769603285515,-4.396190464889323,1.0,1,0,0,0,0,0,0,0,0,0,1,2019
82,-68.16923646270706,-23.591794296579963,17.682340446086062,23.52990869276982,-222.7300468010233,22.538057631541207,-99.7376816573078,34.27265798795794,1.0,1,0,0,0,0,0,0,0,0,1,0,2019
83,-38.04163490130188,21.965386422214184,16.930459505690344,14.504598813325794,227.35092578338083,0.3185305548443918,66.03388865791545,-52.85211055117818,1.0,1,0,0,0,0,0,0,0,0,1,0,2020
84,-9.664978312271042,31.180663094390248,18.078634167527667,12.784426118413286,-48.2630259372853,6.474846570243672,41.0011361198837,7.116673995374281,1.0,1,0,0,0,0,0,0,0,0,0,1,2019
85,-0.6193462282064806,45.59154189318704,17.998352234588033,84.27290471612146,45.4078120232746,8.431860573839373,184.84328719032592,-7.714387383447504,1.0,1,0,0,0,0,0,0,0,0,0,1,2020
86,-8.063778520261362,35.18723975165094,18.3366974322874,25.70902031350614,-40.47303913058799,14.439490654550433,73.06347555238375,-22.24742367583288,1.0,1,0,0,0,0,0,0,0,0,1,0,2019
87,-9.43774763937693,29.28811894340977,17.54437468814519,34.2862965746475,-50.69066197443939,22.039982537052616,117.0655467525762,-27.291798124058985,1.0,1,0,0,0,0,0,0,0,0,0,1,2019
88,0.5620197924363909,71.401787270259,17.64450765205504,81.59087048787296,125.88868273426785,3.252066770480196,114.27006746910664,118.93862616055084,1.0,1,0,0,0,0,0,0,0,0,1,0,2016
89,-8.307756350540393,42.70239294656855,17.80170306365325,88.74136451394106,-10.903013650182046,10.140925877431233,207.8135635747132,17.0224266953724,1.0,0,0,0,0,0,0,0,0,0,1,0,2017
90,-7.8271247129144434,60.14085489229982,18.047325540478425,21.21611672129813,-27.04603089791968,21.68836135688915,35.27737801415016,-17.996278472135455,1.0,1,0,0,0,0,0,0,0,0,0,1,2019
91,2.356648754508784,54.70148985659996,17.870966255965147,25.793845547814943,-24.6638898517508,26.021263951863784,47.1538263682279,-16.168326499672453,1.0,1,0,0,0,0,0,0,0,0,0,1,2020
92,-21.457856246680727,50.10712890814206,17.18645778245413,9.382023890984597,-37.00788277608318,6.790195103128578,18.723930297790584,-50.88129562570393,1.0,1,0,0,0,0,0,0,0,0,0,1,2019
93,-3.845333406019036,66.6626280497075,17.133797342932098,64.50662719588559,-14.602895373553723,10.57844954380172,96.76580279401183,-5.129790046644543,1.0,1,0,0,0,0,0,0,0,0,0,1,2020
94,-8.496682089790019,71.39218412408893,17.903604207207575,44.17672816665551,41.88164635989038,12.150859199505607,61.87894194393968,1.2936997906924814,1.0,1,0,0,0,0,0,0,0,0,0,1,2018
95,-3.30674091130021,69.8064217025785,17.792592311688374,28.059217078932686,-6.762698299570491,13.469242414457192,40.19575333410369,-10.50718967687229,1.0,1,0,0,0,0,0,0,0,0,0,1,2019
96,0.6825483936940393,78.6725348878108,17.669047134012413,42.84721909544585,0.2660147370835641,3.8391976779932495,54.46274123052876,-11.621828686170293,1.0,1,0,0,0,0,0,0,0,0,0,1,2020
97,1.6348251917745569,40.3351312539148,19.39914647730072,72.78119638758874,1.1875433443580663,55.65032822760385,180.4412037968138,31.73127436187014,1.0,1,0,0,0,0,0,0,0,0,0,1,2011
98,-16.244410904830023,12.445427832722997,19.010814408051456,18.60773412145213,-61.65681690693858,46.32062406274813,149.51461991950544,-29.281856594515222,1.0,1,0,0,0,0,0,0,0,0,0,1,2017
99,-11.864517763306011,27.01471429566492,16.751932114900228,39.65801126001152,-59.71759984766667,13.063078839124692,146.80152018626194,-55.63346627875397,1.0,1,0,0,0,0,0,0,0,0,1,0,2014
100,-13.947305185623517,41.72340289890135,16.826311624822814,57.941706892859656,-1.4061384931981724,0.0,138.8710001273299,7.721554191847129,1.0,1,0,0,0,0,0,0,0,0,1,0,2015
101,3.1861715562981847,73.6915742568217,17.176050723196187,50.63268193362587,121.53415379492051,0.0,68.70891610642819,41.86973598550567,1.0,0,0,0,0,0,0,0,0,0,1,0,2016
102,-17.631552721641796,15.621852560735949,17.361274293326904,33.80926320764142,-33.39205824420187,8.632126222280785,216.4228799125772,-59.40481887269314,1.0,1,0,0,0,0,0,0,0,0,1,0,2019
103,16.041195584623242,24.50851176884695,16.548893426940364,26.280448570502944,-34.59731998786931,0.0,107.22988330898296,-55.61998215492686,1.0,1,0,0,0,0,0,0,0,0,1,0,2020
104,-37.6496644957048,36.5925485034702,17.250659281173686,20.49266824383335,-8.843297500170543,27.074188226788564,56.002298505910176,-2.10138944550089,1.0,1,0,0,0,0,0,0,0,0,0,0,2014
105,-27.658028809586,62.19939398974804,16.96938896174976,3.241715098064688,47.55737139226088,9.801189895300046,5.211811386135048,-24.51757357610323,1.0,1,0,0,0,0,0,0,0,0,0,0,2015
106,-67.65733872879464,-15.21574814153082,17.10187451209582,20.60931904536412,-123.40176254557056,20.73685502304491,-135.44729351238237,-71.57020057428421,1.0,1,0,0,0,0,0,0,0,0,0,1,2015
107,34.30896285219235,48.11126134223503,17.94407607973482,17.351605883736283,143.01381375957055,0.9005537313526419,36.06558090486805,132.14722330786944,1.0,1,0,0,0,0,0,0,0,0,0,1,2016
108,3.994531601010858,97.99278620824052,17.384923754348044,26.18818836289915,18.32686893306954,0.0,26.724608388262062,16.044963479881854,1.0,1,0,0,0,0,0,0,0,0,1,0,2020
109,-13.065114503387958,14.023892928918857,17.79206208447999,96.34183516496188,-66.2107775497222,9.025700947995825,686.9835334117113,-29.068417573542664,1.0,1,0,0,0,0,0,0,0,0,0,1,2016
110,-16.965487661363557,20.595193318867715,17.404405409161164,13.553041566194851,-51.33802794632207,5.054949313326161,65.80681888418405,-62.02544041987878,1.0,1,0,0,0,0,0,0,0,0,0,1,2017
111,-36.03053234809781,17.612154943272696,17.659268983779405,23.94458090851505,-69.53581453771338,38.11791980075282,135.95486177380667,-19.091560522920243,1.0,1,0,0,0,0,0,0,0,0,0,1,2017
112,-12.970472810491405,48.614008717295775,17.268776343538963,24.85662436577395,106.98809263197822,13.21423271578372,51.1305794803351,-32.327658881781254,1.0,1,0,0,0,0,0,0,0,0,0,1,2018
113,0.8733659103348455,70.27737581970605,17.857632991056587,40.36134034581552,-7.205802287591734,12.129426949182696,57.43148470620334,-7.811537698191071,1.0,1,0,0,0,0,0,0,0,0,0,1,2012
114,-6.299100814604127,46.24638866521831,17.618153513553246,47.907353352444,-41.40894651037607,6.18636496663181,103.59155543852204,-36.783869856207744,1.0,1,0,0,0,0,0,0,0,0,1,0,2017
115,-5.368382798010167,72.8992640495417,17.518878322787014,35.91932560382588,-5.912507637501918,0.0,49.27254900600289,-13.283057682419516,1.0,1,0,0,0,0,0,0,0,0,1,0,2018
116,-0.3971492288510953,62.4791299268552,17.42656954173858,39.05858475684643,-23.900839495617564,0.0,62.51461056287535,-8.817644776107562,1.0,1,0,0,0,0,0,0,0,0,1,0,2019
117,-9.720158562038629,5.449233107606945,19.61777465384141,47.07459379991303,-68.50047370505166,17.91536033633569,863.8755742381159,2.306463525318721,1.0,1,0,0,0,1,0,0,0,0,0,0,2017
118,-3.1514256384974613,89.98901999926,16.737218555861894,15.304284927925355,-11.325824033148525,0.2525589589418688,17.006835865143554,-11.648654830153864,1.0,1,1,0,0,0,0,0,0,0,0,0,2012
119,-17.68163458041957,10.128318257751294,17.788609302263783,44.37183723422385,-65.8856063623966,39.574712472186285,438.0967906519494,-27.97899580233406,1.0,1,0,0,0,0,0,0,0,0,0,1,2016
120,-11.738851599678451,57.80373395691653,17.319801627971476,146.14409598250296,-16.83474309058233,11.515794094508236,252.82812368389577,-7.083809934313577,1.0,1,0,0,0,0,0,0,0,0,0,1,2019
121,-0.5624700198464504,62.34256101696093,17.70359474262959,113.7232971790602,28.19431539681039,28.00239244214417,182.4167877032204,46.7841735327633,1.0,1,0,0,0,0,0,0,0,0,0,1,2020
122,-0.1979727215889199,30.78774300213864,17.465039278472638,51.00982062969833,-9.908524531703266,4.512141319536324,165.6822347326824,-18.485395214606832,1.0,0,0,0,0,0,0,0,0,0,0,1,2017
123,-12.646852938225198,33.16941693396203,17.54812039712753,51.136567954933376,0.95533503747538,6.6336580755800485,154.16782289764896,8.662995093318072,1.0,1,0,0,0,0,0,0,0,0,0,1,2018
124,-12.241677016450636,33.875191486531776,17.05661786199997,43.84687420438982,-14.283162714592146,4.715216414803158,129.43653535308465,-38.8293407302848,1.0,1,0,0,0,0,0,0,0,0,0,1,2019
125,-8.328811363746375,26.59172866369108,17.572491529760697,59.00750457327528,-20.299282654700946,19.28457288628693,221.9017248541852,67.51013447259685,1.0,1,0,0,0,0,0,0,0,0,0,1,2020
126,-21.20707463312986,5.900075166343399,18.10844241961267,6.94484091288283,-92.7627476676616,18.73151567582146,117.70766841241668,-59.4684664959448,1.0,1,0,0,0,0,0,0,0,1,0,0,2011
127,-17.460519371759496,49.17555090654296,17.17192805353199,85.17167162691284,-36.636415627004006,8.637680758415984,173.19922208656024,-34.41738159533254,1.0,1,0,0,0,0,0,0,0,0,0,1,2011
128,-8.302847668695993,51.730803702039054,15.991594232913542,21.06675607386678,-59.35444784425198,0.0143803131212519,40.72381360090178,-53.63242845206321,1.0,1,0,0,0,0,0,0,0,0,1,0,2013
129,-11.64568342399686,20.038033334715816,17.54825676660868,9.385142036742524,-42.56239088352627,4.897730012288026,46.83664249865679,-52.99491209369894,1.0,1,0,0,0,0,0,0,0,0,0,1,2020
130,-4.4785590132642925,39.59936339508339,16.909727150227653,6.437145451157722,27.924156695368406,3.084486452011299,16.25567913032903,11.749925390145991,1.0,1,0,0,0,0,0,0,0,0,1,0,2011
131,-17.998918602671782,8.012717303910172,18.002665769674966,65.82054198706795,-12.6065297568542,52.22880120560124,821.4509446745091,-4.239506234576976,1.0,1,0,0,0,0,0,0,0,0,0,1,2015
132,1.9595179689691904,49.0433612436542,17.76692480046721,18.42216439836014,-37.34157987259336,22.46907786109133,37.56301348685356,-30.657881700571338,1.0,1,0,0,0,0,0,0,0,0,0,1,2016
133,-9.398852772399872,10.698995343584366,17.95955761408819,53.11185960021031,-53.315581518767694,32.886858905037805,496.419129970542,-0.1214761648346642,1.0,1,0,0,0,0,0,0,0,0,0,1,2013
134,-5.900949553447468,19.46138640891532,17.76709145046542,75.44103808646113,65.87507047498735,15.555067506863937,387.6447263382087,-17.507776988885844,1.0,1,0,0,0,0,0,0,0,0,0,1,2014
135,0.7829914746884655,17.266666450093197,17.851632504990864,22.015250175617883,-19.24098443636936,18.125695838958443,127.50145049277334,40.25929329045848,1.0,1,0,0,0,0,0,0,0,0,0,1,2019
136,-5.990218907706808,35.063675144477735,17.775295542017354,22.938031960806526,128.38642728190254,15.01620844033919,65.41821947155215,-7.349604357415878,1.0,1,0,0,0,0,0,0,0,0,0,1,2020
