,회사명,거래소코드,회계년도,산업분류
3789,(주)에스씨디,42110,2021,제조업
3790,(주)에스아이리소스,65420,2011,광업
3791,(주)에스아이리소스,65420,2012,광업
3792,(주)에스아이리소스,65420,2013,광업
3793,(주)에스아이리소스,65420,2014,광업
3794,(주)에스아이리소스,65420,2015,광업
3795,(주)에스아이리소스,65420,2016,광업
3796,(주)에스아이리소스,65420,2017,광업
3797,(주)에스아이리소스,65420,2018,광업
3798,(주)에스아이리소스,65420,2019,광업
3799,(주)에스아이리소스,65420,2020,광업
3800,(주)에스아이리소스,65420,2021,광업
3801,(주)에스앤더블류,103230,2011,제조업
3802,(주)에스앤더블류,103230,2012,제조업
3803,(주)에스앤더블류,103230,2013,제조업
3804,(주)에스앤더블류,103230,2014,제조업
3805,(주)에스앤더블류,103230,2015,제조업
3806,(주)에스앤더블류,103230,2016,제조업
3807,(주)에스앤더블류,103230,2017,제조업
3808,(주)에스앤더블류,103230,2018,제조업
3809,(주)에스앤더블류,103230,2019,제조업
3810,(주)에스앤더블류,103230,2020,제조업
3811,(주)에스앤더블류,103230,2021,제조업
3812,(주)에스앤에스텍,101490,2011,제조업
3813,(주)에스앤에스텍,101490,2012,제조업
3814,(주)에스앤에스텍,101490,2013,제조업
3815,(주)에스앤에스텍,101490,2014,제조업
3816,(주)에스앤에스텍,101490,2015,제조업
3817,(주)에스앤에스텍,101490,2016,제조업
3818,(주)에스앤에스텍,101490,2017,제조업
3819,(주)에스앤에스텍,101490,2018,제조업
3820,(주)에스앤에스텍,101490,2019,제조업
3821,(주)에스앤에스텍,101490,2020,제조업
3822,(주)에스앤에스텍,101490,2021,제조업
3823,(주)에스앤케이,950180,2020,정보통신업
3824,(주)에스앤케이,950180,2021,정보통신업
3825,(주)에스에너지,95910,2011,제조업
3826,(주)에스에너지,95910,2012,제조업
3827,(주)에스에너지,95910,2013,제조업
3828,(주)에스에너지,95910,2014,제조업
3829,(주)에스에너지,95910,2015,제조업
3830,(주)에스에너지,95910,2016,제조업
3831,(주)에스에너지,95910,2017,제조업
3832,(주)에스에너지,95910,2018,제조업
3833,(주)에스에너지,95910,2019,제조업
3834,(주)에스에너지,95910,2020,제조업
3835,(주)에스에너지,95910,2021,제조업
3836,(주)에스에스알,275630,2019,정보통신업
3837,(주)에스에스알,275630,2020,정보통신업
3838,(주)에스에스알,275630,2021,정보통신업
3839,(주)에스에스컴텍,36500,2011,제조업
3840,(주)에스에스컴텍,36500,2012,제조업
3841,(주)에스에스컴텍,36500,2013,제조업
3842,(주)에스에스컴텍,36500,2014,제조업
3843,(주)에스에스컴텍,36500,2015,제조업
3844,(주)에스에스컴텍,36500,2016,제조업
3845,(주)에스에이엠티,31330,2011,도매 및 소매업
3846,(주)에스에이엠티,31330,2012,도매 및 소매업
3847,(주)에스에이엠티,31330,2013,도매 및 소매업
3848,(주)에스에이엠티,31330,2014,도매 및 소매업
3849,(주)에스에이엠티,31330,2015,도매 및 소매업
3850,(주)에스에이엠티,31330,2016,도매 및 소매업
3851,(주)에스에이엠티,31330,2017,도매 및 소매업
3852,(주)에스에이엠티,31330,2018,도매 및 소매업
3853,(주)에스에이엠티,31330,2019,도매 및 소매업
3854,(주)에스에이엠티,31330,2020,도매 및 소매업
3855,(주)에스에이엠티,31330,2021,도매 및 소매업
3856,(주)에스에이티,60540,2011,제조업
3857,(주)에스에이티,60540,2012,제조업
3858,(주)에스에이티,60540,2013,제조업
3859,(주)에스에이티,60540,2014,제조업
3860,(주)에스에이티,60540,2015,제조업
3861,(주)에스에이티,60540,2016,제조업
3862,(주)에스에이티,60540,2017,제조업
3863,(주)에스에이티,60540,2018,제조업
3864,(주)에스에이티,60540,2019,제조업
3865,(주)에스에이티,60540,2020,제조업
3866,(주)에스에이티,60540,2021,제조업
3867,(주)에스에이티이엔지,351320,2021,제조업
3868,(주)에스에프씨,112240,2013,제조업
3869,(주)에스에프씨,112240,2014,제조업
3870,(주)에스에프씨,112240,2015,제조업
3871,(주)에스에프씨,112240,2016,제조업
3872,(주)에스에프씨,112240,2017,제조업
3873,(주)에스에프씨,112240,2018,제조업
3874,(주)에스에프씨,112240,2019,제조업
3875,(주)에스에프에이,56190,2011,제조업
3876,(주)에스에프에이,56190,2012,제조업
3877,(주)에스에프에이,56190,2013,제조업
3878,(주)에스에프에이,56190,2014,제조업
3879,(주)에스에프에이,56190,2015,제조업
3880,(주)에스에프에이,56190,2016,제조업
3881,(주)에스에프에이,56190,2017,제조업
3882,(주)에스에프에이,56190,2018,제조업
3883,(주)에스에프에이,56190,2019,제조업
3884,(주)에스에프에이,56190,2020,제조업
3885,(주)에스에프에이,56190,2021,제조업
3886,(주)에스에프에이반도체,36540,2011,제조업
3887,(주)에스에프에이반도체,36540,2012,제조업
3888,(주)에스에프에이반도체,36540,2013,제조업
3889,(주)에스에프에이반도체,36540,2014,제조업
3890,(주)에스에프에이반도체,36540,2015,제조업
3891,(주)에스에프에이반도체,36540,2016,제조업
3892,(주)에스에프에이반도체,36540,2017,제조업
3893,(주)에스에프에이반도체,36540,2018,제조업
3894,(주)에스에프에이반도체,36540,2019,제조업
3895,(주)에스에프에이반도체,36540,2020,제조업
3896,(주)에스에프에이반도체,36540,2021,제조업
3897,(주)에스엘바이오닉스,214310,2016,제조업
3898,(주)에스엘바이오닉스,214310,2017,제조업
3899,(주)에스엘바이오닉스,214310,2018,제조업
3900,(주)에스엘바이오닉스,214310,2019,제조업
3901,(주)에스엘바이오닉스,214310,2020,제조업
3902,(주)에스엘바이오닉스,214310,2021,제조업
3903,(주)에스엠라이프디자인그룹,63440,2011,제조업
3904,(주)에스엠라이프디자인그룹,63440,2012,제조업
3905,(주)에스엠라이프디자인그룹,63440,2013,제조업
3906,(주)에스엠라이프디자인그룹,63440,2014,제조업
3907,(주)에스엠라이프디자인그룹,63440,2015,제조업
3908,(주)에스엠라이프디자인그룹,63440,2016,제조업
3909,(주)에스엠라이프디자인그룹,63440,2017,제조업
3910,(주)에스엠라이프디자인그룹,63440,2018,제조업
3911,(주)에스엠라이프디자인그룹,63440,2019,제조업
3912,(주)에스엠라이프디자인그룹,63440,2020,제조업
3913,(주)에스엠라이프디자인그룹,63440,2021,제조업
3914,(주)에스엠엔터테인먼트,41510,2011,정보통신업
3915,(주)에스엠엔터테인먼트,41510,2012,정보통신업
3916,(주)에스엠엔터테인먼트,41510,2013,정보통신업
3917,(주)에스엠엔터테인먼트,41510,2014,정보통신업
3918,(주)에스엠엔터테인먼트,41510,2015,정보통신업
3919,(주)에스엠엔터테인먼트,41510,2016,정보통신업
3920,(주)에스엠엔터테인먼트,41510,2017,정보통신업
3921,(주)에스엠엔터테인먼트,41510,2018,정보통신업
3922,(주)에스엠엔터테인먼트,41510,2019,정보통신업
3923,(주)에스엠엔터테인먼트,41510,2020,정보통신업
3924,(주)에스엠엔터테인먼트,41510,2021,정보통신업
3925,(주)에스엠컬처앤콘텐츠,48550,2011,"전문, 과학 및 기술 서비스업"
3926,(주)에스엠컬처앤콘텐츠,48550,2012,"전문, 과학 및 기술 서비스업"
3927,(주)에스엠컬처앤콘텐츠,48550,2013,"전문, 과학 및 기술 서비스업"
3928,(주)에스엠컬처앤콘텐츠,48550,2014,"전문, 과학 및 기술 서비스업"
3929,(주)에스엠컬처앤콘텐츠,48550,2015,"전문, 과학 및 기술 서비스업"
3930,(주)에스엠컬처앤콘텐츠,48550,2016,"전문, 과학 및 기술 서비스업"
3931,(주)에스엠컬처앤콘텐츠,48550,2017,"전문, 과학 및 기술 서비스업"
3932,(주)에스엠컬처앤콘텐츠,48550,2018,"전문, 과학 및 기술 서비스업"
3933,(주)에스엠컬처앤콘텐츠,48550,2019,"전문, 과학 및 기술 서비스업"
3934,(주)에스엠컬처앤콘텐츠,48550,2020,"전문, 과학 및 기술 서비스업"
3935,(주)에스엠컬처앤콘텐츠,48550,2021,"전문, 과학 및 기술 서비스업"
3936,(주)에스엠코어,7820,2013,제조업
3937,(주)에스엠코어,7820,2014,제조업
3938,(주)에스엠코어,7820,2015,제조업
3939,(주)에스엠코어,7820,2016,제조업
3940,(주)에스엠코어,7820,2017,제조업
3941,(주)에스엠코어,7820,2018,제조업
3942,(주)에스엠코어,7820,2019,제조업
3943,(주)에스엠코어,7820,2020,제조업
3944,(주)에스엠코어,7820,2021,제조업
3945,(주)에스제이그룹,306040,2021,제조업
3946,(주)에스제이케이,80440,2011,도매 및 소매업
3947,(주)에스제이케이,80440,2012,도매 및 소매업
3948,(주)에스제이케이,80440,2013,도매 및 소매업
3949,(주)에스제이케이,80440,2014,도매 및 소매업
3950,(주)에스제이케이,80440,2015,도매 및 소매업
3951,(주)에스제이케이,80440,2016,도매 및 소매업
3952,(주)에스제이케이,80440,2017,도매 및 소매업
3953,(주)에스제이케이,80440,2018,도매 및 소매업
3954,(주)에스제이케이,80440,2019,도매 및 소매업
3955,(주)에스제이케이,80440,2020,제조업
3956,(주)에스지엔지,40610,2011,운수 및 창고업
3957,(주)에스지엔지,40610,2012,운수 및 창고업
3958,(주)에스지엔지,40610,2013,운수 및 창고업
3959,(주)에스지엔지,40610,2014,운수 및 창고업
3960,(주)에스지엔지,40610,2015,운수 및 창고업
3961,(주)에스지엔지,40610,2016,운수 및 창고업
3962,(주)에스지엔지,40610,2017,운수 및 창고업
3963,(주)에스지엔지,40610,2018,운수 및 창고업
3964,(주)에스지엔지,40610,2019,운수 및 창고업
3965,(주)에스지엔지,40610,2020,운수 및 창고업
3966,(주)에스지엔지,40610,2021,운수 및 창고업
3967,(주)에스코넥,96630,2011,제조업
3968,(주)에스코넥,96630,2012,제조업
3969,(주)에스코넥,96630,2013,제조업
3970,(주)에스코넥,96630,2014,제조업
3971,(주)에스코넥,96630,2015,제조업
3972,(주)에스코넥,96630,2016,제조업
3973,(주)에스코넥,96630,2017,제조업
3974,(주)에스코넥,96630,2018,제조업
3975,(주)에스코넥,96630,2019,제조업
3976,(주)에스코넥,96630,2020,제조업
3977,(주)에스코넥,96630,2021,제조업
3978,(주)에스텍파마,41910,2011,제조업
3979,(주)에스텍파마,41910,2012,제조업
3980,(주)에스텍파마,41910,2013,제조업
3981,(주)에스텍파마,41910,2014,제조업
3982,(주)에스텍파마,41910,2015,제조업
3983,(주)에스텍파마,41910,2016,제조업
3984,(주)에스텍파마,41910,2017,제조업
3985,(주)에스텍파마,41910,2018,제조업
3986,(주)에스텍파마,41910,2019,제조업
3987,(주)에스텍파마,41910,2020,제조업
3988,(주)에스텍파마,41910,2021,제조업
3989,(주)에스티씨라이프,26220,2011,제조업
3990,(주)에스티아이,39440,2011,제조업
3991,(주)에스티아이,39440,2012,제조업
3992,(주)에스티아이,39440,2013,제조업
3993,(주)에스티아이,39440,2014,제조업
3994,(주)에스티아이,39440,2015,제조업
3995,(주)에스티아이,39440,2016,제조업
3996,(주)에스티아이,39440,2017,제조업
3997,(주)에스티아이,39440,2018,제조업
3998,(주)에스티아이,39440,2019,제조업
3999,(주)에스티아이,39440,2020,제조업
4000,(주)에스티아이,39440,2021,제조업
4001,(주)에스티오,98660,2011,제조업
4002,(주)에스티오,98660,2012,제조업
4003,(주)에스티오,98660,2013,제조업
4004,(주)에스티오,98660,2014,제조업
4005,(주)에스티오,98660,2015,제조업
4006,(주)에스티오,98660,2016,제조업
4007,(주)에스티오,98660,2017,제조업
4008,(주)에스티오,98660,2018,제조업
4009,(주)에스티오,98660,2019,제조업
4010,(주)에스티오,98660,2020,제조업
4011,(주)에스티오,98660,2021,제조업
4012,(주)에스티큐브,52020,2011,도매 및 소매업
4013,(주)에스티큐브,52020,2012,도매 및 소매업
4014,(주)에스티큐브,52020,2013,도매 및 소매업
4015,(주)에스티큐브,52020,2014,도매 및 소매업
4016,(주)에스티큐브,52020,2015,도매 및 소매업
4017,(주)에스티큐브,52020,2016,도매 및 소매업
4018,(주)에스티큐브,52020,2017,도매 및 소매업
4019,(주)에스티큐브,52020,2018,도매 및 소매업
4020,(주)에스티큐브,52020,2019,도매 및 소매업
4021,(주)에스티큐브,52020,2020,도매 및 소매업
4022,(주)에스티큐브,52020,2021,도매 및 소매업
4023,(주)에스폴리텍,50760,2011,제조업
4024,(주)에스폴리텍,50760,2012,제조업
4025,(주)에스폴리텍,50760,2013,제조업
4026,(주)에스폴리텍,50760,2014,제조업
4027,(주)에스폴리텍,50760,2015,제조업
4028,(주)에스폴리텍,50760,2016,제조업
4029,(주)에스폴리텍,50760,2017,제조업
4030,(주)에스폴리텍,50760,2018,제조업
4031,(주)에스폴리텍,50760,2019,제조업
4032,(주)에스폴리텍,50760,2020,제조업
4033,(주)에스폴리텍,50760,2021,제조업
4034,(주)에스피시스템스,317830,2020,제조업
4035,(주)에스피시스템스,317830,2021,제조업
4036,(주)에스피지,58610,2011,제조업
4037,(주)에스피지,58610,2012,제조업
4038,(주)에스피지,58610,2013,제조업
4039,(주)에스피지,58610,2014,제조업
4040,(주)에스피지,58610,2015,제조업
4041,(주)에스피지,58610,2016,제조업
4042,(주)에스피지,58610,2017,제조업
4043,(주)에스피지,58610,2018,제조업
4044,(주)에스피지,58610,2019,제조업
4045,(주)에스피지,58610,2020,제조업
4046,(주)에스피지,58610,2021,제조업
4047,(주)에쎈테크,43340,2011,제조업
4048,(주)에쎈테크,43340,2012,제조업
4049,(주)에쎈테크,43340,2013,제조업
4050,(주)에쎈테크,43340,2014,제조업
4051,(주)에쎈테크,43340,2015,제조업
4052,(주)에쎈테크,43340,2016,제조업
4053,(주)에쎈테크,43340,2017,제조업
4054,(주)에쎈테크,43340,2018,제조업
4055,(주)에쎈테크,43340,2019,제조업
4056,(주)에쎈테크,43340,2020,제조업
4057,(주)에쎈테크,43340,2021,제조업
4058,(주)에이디모터스,38120,2011,제조업
4059,(주)에이디모터스,38120,2012,제조업
4060,(주)에이디칩스,54630,2011,제조업
4061,(주)에이디칩스,54630,2012,제조업
4062,(주)에이디칩스,54630,2013,제조업
4063,(주)에이디칩스,54630,2014,제조업
4064,(주)에이디칩스,54630,2015,제조업
4065,(주)에이디칩스,54630,2016,제조업
4066,(주)에이디칩스,54630,2017,제조업
4067,(주)에이디칩스,54630,2018,제조업
4068,(주)에이디칩스,54630,2019,제조업
4069,(주)에이디칩스,54630,2020,제조업
4070,(주)에이디칩스,54630,2021,제조업
4071,(주)에이디테크놀로지,200710,2015,제조업
4072,(주)에이디테크놀로지,200710,2016,제조업
4073,(주)에이디테크놀로지,200710,2017,제조업
4074,(주)에이디테크놀로지,200710,2018,제조업
4075,(주)에이디테크놀로지,200710,2019,제조업
4076,(주)에이디테크놀로지,200710,2020,제조업
4077,(주)에이디테크놀로지,200710,2021,제조업
4078,(주)에이루트,96690,2012,제조업
4079,(주)에이루트,96690,2013,제조업
4080,(주)에이루트,96690,2014,제조업
4081,(주)에이루트,96690,2015,제조업
4082,(주)에이루트,96690,2016,제조업
4083,(주)에이루트,96690,2017,제조업
4084,(주)에이루트,96690,2018,제조업
4085,(주)에이루트,96690,2019,제조업
4086,(주)에이루트,96690,2020,제조업
4087,(주)에이루트,96690,2021,제조업
4088,(주)에이비프로바이오,195990,2016,제조업
4089,(주)에이비프로바이오,195990,2017,제조업
4090,(주)에이비프로바이오,195990,2018,제조업
4091,(주)에이비프로바이오,195990,2019,제조업
4092,(주)에이비프로바이오,195990,2020,제조업
4093,(주)에이비프로바이오,195990,2021,제조업
4094,(주)에이스앤파트너스,32930,2011,제조업
4095,(주)에이스침대,3800,2011,제조업
4096,(주)에이스침대,3800,2012,제조업
4097,(주)에이스침대,3800,2013,제조업
4098,(주)에이스침대,3800,2014,제조업
4099,(주)에이스침대,3800,2015,제조업
4100,(주)에이스침대,3800,2016,제조업
4101,(주)에이스침대,3800,2017,제조업
4102,(주)에이스침대,3800,2018,제조업
4103,(주)에이스침대,3800,2019,제조업
4104,(주)에이스침대,3800,2020,제조업
4105,(주)에이스침대,3800,2021,제조업
4106,(주)에이스테크놀로지,88800,2011,제조업
4107,(주)에이스테크놀로지,88800,2012,제조업
4108,(주)에이스테크놀로지,88800,2013,제조업
4109,(주)에이스테크놀로지,88800,2014,제조업
4110,(주)에이스테크놀로지,88800,2015,제조업
4111,(주)에이스테크놀로지,88800,2016,제조업
4112,(주)에이스테크놀로지,88800,2017,제조업
4113,(주)에이스테크놀로지,88800,2018,제조업
4114,(주)에이스테크놀로지,88800,2019,제조업
4115,(주)에이스테크놀로지,88800,2020,제조업
4116,(주)에이스테크놀로지,88800,2021,제조업
4117,(주)에이스토리,241840,2020,정보통신업
4118,(주)에이스토리,241840,2021,정보통신업
4119,(주)에이원마이크로,37380,2011,제조업
4120,(주)에이제이에스,13340,2011,제조업
4121,(주)에이제이에스,13340,2012,제조업
4122,(주)에이제이에스,13340,2013,제조업
4123,(주)에이치디,102210,2011,제조업
4124,(주)에이치디,102210,2012,제조업
4125,(주)에이치디,102210,2013,제조업
4126,(주)에이치디,102210,2014,제조업
4127,(주)에이치디,102210,2015,제조업
4128,(주)에이치디,102210,2016,제조업
4129,(주)에이치디,102210,2017,제조업
4130,(주)에이치디,102210,2018,제조업
4131,(주)에이치디,102210,2019,제조업
4132,(주)에이치디,102210,2020,제조업
4133,(주)에이치비테크놀러지,78150,2011,제조업
4134,(주)에이치비테크놀러지,78150,2012,제조업
4135,(주)에이치비테크놀러지,78150,2013,제조업
4136,(주)에이치비테크놀러지,78150,2014,제조업
4137,(주)에이치비테크놀러지,78150,2015,제조업
4138,(주)에이치비테크놀러지,78150,2016,제조업
4139,(주)에이치비테크놀러지,78150,2017,제조업
4140,(주)에이치비테크놀러지,78150,2018,제조업
4141,(주)에이치비테크놀러지,78150,2019,제조업
4142,(주)에이치비테크놀러지,78150,2020,제조업
4143,(주)에이치비테크놀러지,78150,2021,제조업
4144,(주)에이치시티,72990,2018,"전문, 과학 및 기술 서비스업"
4145,(주)에이치시티,72990,2019,"전문, 과학 및 기술 서비스업"
4146,(주)에이치시티,72990,2020,"전문, 과학 및 기술 서비스업"
4147,(주)에이치시티,72990,2021,"전문, 과학 및 기술 서비스업"
4148,(주)에이치알에스,36640,2011,제조업
4149,(주)에이치알에스,36640,2012,제조업
4150,(주)에이치알에스,36640,2013,제조업
4151,(주)에이치알에스,36640,2014,제조업
4152,(주)에이치알에스,36640,2015,제조업
4153,(주)에이치알에스,36640,2016,제조업
4154,(주)에이치알에스,36640,2017,제조업
4155,(주)에이치알에스,36640,2018,제조업
4156,(주)에이치알에스,36640,2019,제조업
4157,(주)에이치알에스,36640,2020,제조업
4158,(주)에이치알에스,36640,2021,제조업
4159,(주)에이치앤비디자인,227100,2020,제조업
4160,(주)에이치앤비디자인,227100,2021,제조업
4161,(주)에이치엘사이언스,239610,2018,제조업
4162,(주)에이치엘사이언스,239610,2019,제조업
4163,(주)에이치엘사이언스,239610,2020,제조업
4164,(주)에이치엘사이언스,239610,2021,제조업
4165,(주)에이치케이,44780,2011,제조업
4166,(주)에이치케이,44780,2012,제조업
4167,(주)에이치케이,44780,2013,제조업
4168,(주)에이치케이,44780,2014,제조업
4169,(주)에이치케이,44780,2015,제조업
4170,(주)에이치케이,44780,2016,제조업
4171,(주)에이치케이,44780,2017,제조업
4172,(주)에이치케이,44780,2018,제조업
4173,(주)에이치케이,44780,2019,제조업
4174,(주)에이치케이,44780,2020,제조업
4175,(주)에이치케이,44780,2021,제조업
4176,(주)에이텍,45660,2011,제조업
4177,(주)에이텍,45660,2012,제조업
4178,(주)에이텍,45660,2013,제조업
4179,(주)에이텍,45660,2014,제조업
4180,(주)에이텍,45660,2015,제조업
4181,(주)에이텍,45660,2016,제조업
4182,(주)에이텍,45660,2017,제조업
4183,(주)에이텍,45660,2018,제조업
4184,(주)에이텍,45660,2019,제조업
4185,(주)에이텍,45660,2020,제조업
4186,(주)에이텍,45660,2021,제조업
4187,(주)에이텍티앤,224110,2016,제조업
4188,(주)에이텍티앤,224110,2017,제조업
4189,(주)에이텍티앤,224110,2018,제조업
4190,(주)에이텍티앤,224110,2019,제조업
4191,(주)에이텍티앤,224110,2020,제조업
4192,(주)에이텍티앤,224110,2021,제조업
4193,(주)에이트원,230980,2017,정보통신업
4194,(주)에이트원,230980,2018,정보통신업
4195,(주)에이트원,230980,2019,정보통신업
4196,(주)에이트원,230980,2020,정보통신업
4197,(주)에이트원,230980,2021,정보통신업
4198,(주)에이티세미콘,89530,2013,제조업
4199,(주)에이티세미콘,89530,2014,제조업
4200,(주)에이티세미콘,89530,2015,제조업
4201,(주)에이티세미콘,89530,2016,제조업
4202,(주)에이티세미콘,89530,2017,제조업
4203,(주)에이티세미콘,89530,2018,제조업
4204,(주)에이티세미콘,89530,2019,제조업
4205,(주)에이티세미콘,89530,2020,제조업
4206,(주)에이티세미콘,89530,2021,제조업
4207,(주)에이팩트,200470,2015,"전문, 과학 및 기술 서비스업"
4208,(주)에이팩트,200470,2016,"전문, 과학 및 기술 서비스업"
4209,(주)에이팩트,200470,2017,"전문, 과학 및 기술 서비스업"
4210,(주)에이팩트,200470,2018,"전문, 과학 및 기술 서비스업"
4211,(주)에이팩트,200470,2019,"전문, 과학 및 기술 서비스업"
4212,(주)에이팩트,200470,2020,"전문, 과학 및 기술 서비스업"
4213,(주)에이팩트,200470,2021,"전문, 과학 및 기술 서비스업"
4214,(주)에이팸,73070,2011,제조업
4215,(주)에이팸,73070,2012,제조업
4216,(주)에이팸,73070,2013,제조업
4217,(주)에이팸,73070,2014,제조업
4218,(주)에이팸,73070,2015,제조업
4219,(주)에이팸,73070,2016,제조업
4220,(주)에이팸,73070,2017,제조업
4221,(주)에이팸,73070,2018,제조업
4222,(주)에이팸,73070,2019,제조업
4223,(주)에이팸,73070,2020,제조업
4224,(주)에이프로,262260,2021,제조업
4225,(주)에이프로젠헬스케어앤게임즈,109960,2011,도매 및 소매업
4226,(주)에이프로젠헬스케어앤게임즈,109960,2012,도매 및 소매업
4227,(주)에이프로젠헬스케어앤게임즈,109960,2013,도매 및 소매업
4228,(주)에이프로젠헬스케어앤게임즈,109960,2014,도매 및 소매업
4229,(주)에이프로젠헬스케어앤게임즈,109960,2015,도매 및 소매업
4230,(주)에이프로젠헬스케어앤게임즈,109960,2016,도매 및 소매업
4231,(주)에이프로젠헬스케어앤게임즈,109960,2017,도매 및 소매업
4232,(주)에이프로젠헬스케어앤게임즈,109960,2018,도매 및 소매업
4233,(주)에이프로젠헬스케어앤게임즈,109960,2019,도매 및 소매업
4234,(주)에이프로젠헬스케어앤게임즈,109960,2020,도매 및 소매업
4235,(주)에이프로젠헬스케어앤게임즈,109960,2021,도매 및 소매업
4236,(주)에이프로테크놀로지,45470,2011,제조업
4237,(주)에임하이글로벌,43580,2011,제조업
4238,(주)에임하이글로벌,43580,2012,제조업
4239,(주)에임하이글로벌,43580,2013,제조업
4240,(주)에임하이글로벌,43580,2014,제조업
4241,(주)에임하이글로벌,43580,2015,제조업
4242,(주)에임하이글로벌,43580,2016,제조업
4243,(주)에임하이글로벌,43580,2017,제조업
4244,(주)에치에프알,230240,2017,제조업
4245,(주)에치에프알,230240,2018,제조업
4246,(주)에치에프알,230240,2019,제조업
4247,(주)에치에프알,230240,2020,제조업
4248,(주)에치에프알,230240,2021,제조업
4249,(주)에코마케팅,230360,2017,"전문, 과학 및 기술 서비스업"
4250,(주)에코마케팅,230360,2018,"전문, 과학 및 기술 서비스업"
4251,(주)에코마케팅,230360,2019,"전문, 과학 및 기술 서비스업"
4252,(주)에코마케팅,230360,2020,"전문, 과학 및 기술 서비스업"
4253,(주)에코마케팅,230360,2021,"전문, 과학 및 기술 서비스업"
4254,(주)에코프로,86520,2011,제조업
4255,(주)에코프로,86520,2012,제조업
4256,(주)에코프로,86520,2013,제조업
4257,(주)에코프로,86520,2014,제조업
4258,(주)에코프로,86520,2015,제조업
4259,(주)에코프로,86520,2016,제조업
4260,(주)에코프로,86520,2017,제조업
4261,(주)에코프로,86520,2018,제조업
4262,(주)에코프로,86520,2019,제조업
4263,(주)에코프로,86520,2020,제조업
4264,(주)에코프로,86520,2021,제조업
4265,(주)에코프로비엠,247540,2020,제조업
4266,(주)에코프로비엠,247540,2021,제조업
4267,(주)에프알텍,73540,2011,제조업
4268,(주)에프알텍,73540,2012,제조업
4269,(주)에프알텍,73540,2013,제조업
4270,(주)에프알텍,73540,2014,제조업
4271,(주)에프알텍,73540,2015,제조업
4272,(주)에프알텍,73540,2016,제조업
4273,(주)에프알텍,73540,2017,제조업
4274,(주)에프알텍,73540,2018,제조업
4275,(주)에프알텍,73540,2019,제조업
4276,(주)에프알텍,73540,2020,제조업
4277,(주)에프알텍,73540,2021,제조업
4278,(주)에프앤가이드,64850,2011,정보통신업
4279,(주)에프앤가이드,64850,2014,정보통신업
4280,(주)에프앤가이드,64850,2015,정보통신업
4281,(주)에프앤가이드,64850,2016,정보통신업
4282,(주)에프앤가이드,64850,2017,정보통신업
4283,(주)에프앤가이드,64850,2018,정보통신업
4284,(주)에프앤가이드,64850,2019,정보통신업
4285,(주)에프앤가이드,64850,2020,정보통신업
4286,(주)에프앤가이드,64850,2021,정보통신업
4287,(주)에프앤리퍼블릭,64090,2011,도매 및 소매업
4288,(주)에프앤리퍼블릭,64090,2012,도매 및 소매업
4289,(주)에프앤리퍼블릭,64090,2013,도매 및 소매업
4290,(주)에프앤리퍼블릭,64090,2014,도매 및 소매업
4291,(주)에프앤리퍼블릭,64090,2015,도매 및 소매업
4292,(주)에프앤리퍼블릭,64090,2016,도매 및 소매업
4293,(주)에프앤리퍼블릭,64090,2017,도매 및 소매업
4294,(주)에프앤리퍼블릭,64090,2018,도매 및 소매업
4295,(주)에프앤리퍼블릭,64090,2019,도매 및 소매업
4296,(주)에프앤리퍼블릭,64090,2020,도매 및 소매업
4297,(주)에프앤리퍼블릭,64090,2021,도매 및 소매업
4298,(주)에프에스엔,214270,2016,정보통신업
4299,(주)에프에스엔,214270,2017,정보통신업
4300,(주)에프에스엔,214270,2018,정보통신업
4301,(주)에프에스엔,214270,2019,정보통신업
4302,(주)에프에스엔,214270,2020,정보통신업
4303,(주)에프에스엔,214270,2021,정보통신업
4304,(주)에프에스티,36810,2011,제조업
4305,(주)에프에스티,36810,2012,제조업
4306,(주)에프에스티,36810,2013,제조업
4307,(주)에프에스티,36810,2014,제조업
4308,(주)에프에스티,36810,2015,제조업
4309,(주)에프에스티,36810,2016,제조업
4310,(주)에프에스티,36810,2017,제조업
4311,(주)에프에스티,36810,2018,제조업
4312,(주)에프에스티,36810,2019,제조업
4313,(주)에프에스티,36810,2020,제조업
4314,(주)에프에스티,36810,2021,제조업
4315,(주)에프엔씨엔터테인먼트,173940,2016,"예술, 스포츠 및 여가관련 서비스업"
4316,(주)에프엔씨엔터테인먼트,173940,2017,"예술, 스포츠 및 여가관련 서비스업"
4317,(주)에프엔씨엔터테인먼트,173940,2018,"예술, 스포츠 및 여가관련 서비스업"
4318,(주)에프엔씨엔터테인먼트,173940,2019,"예술, 스포츠 및 여가관련 서비스업"
4319,(주)에프엔씨엔터테인먼트,173940,2020,"예술, 스포츠 및 여가관련 서비스업"
4320,(주)에프엔씨엔터테인먼트,173940,2021,"예술, 스포츠 및 여가관련 서비스업"
4321,(주)에프티이앤이,65160,2011,제조업
4322,(주)에프티이앤이,65160,2012,제조업
4323,(주)에프티이앤이,65160,2013,제조업
4324,(주)에프티이앤이,65160,2014,제조업
4325,(주)에프티이앤이,65160,2015,제조업
4326,(주)에프티이앤이,65160,2016,제조업
4327,(주)에프티이앤이,65160,2017,제조업
4328,(주)에프티이앤이,65160,2018,제조업
4329,(주)에피밸리,68630,2011,제조업
4330,(주)엑사이엔씨,54940,2011,건설업
4331,(주)엑사이엔씨,54940,2012,건설업
4332,(주)엑사이엔씨,54940,2013,건설업
4333,(주)엑사이엔씨,54940,2014,건설업
