,총자본순이익률,총자산증가율,순이익증가율,운전자산회전율,현금흐름,금융비용대비매출액,자기자본비율,유형자산증가율,y,감사의견코드,광업,교육 서비스업,도매 및 소매업,"사업시설 관리, 사업 지원 및 임대 서비스업","수도, 하수 및 폐기물 처리, 원료 재생업","예술, 스포츠 및 여가관련 서비스업","전기, 가스, 증기 및 공기조절 공급업","전문, 과학 및 기술 서비스업",정보통신업,제조업,회계년도
23,-1.6406641100999737,-46.31346105611419,-114.03085524031655,144.03596943862942,-15.429930950521376,3.991053506492839,52.65255570973747,-54.47101399679087,1.0,1,0,0,0,0,0,0,0,0,0,1,2019
24,-36.18434161503639,-12.589586363895148,-468.0594932169596,-247.1133365923344,-39.62627972929168,0.0,35.02106550771657,122.34581493856216,1.0,0,0,0,0,0,0,0,0,0,1,0,2011
25,1.19446680364719,119.00215438900716,1253.4023330714256,272.58733415191125,-6.571114634362907,0.0,56.49657158516429,5.70353259161481,1.0,0,0,0,0,0,0,0,0,0,0,1,2018
26,-22.961562256616816,-56.7981924698897,-1989.864293263112,-1772.4114356826306,9.622309198966809,0.0,18.15356294261704,-20.0330981504094,1.0,0,0,0,0,0,0,0,0,0,0,1,2019
27,-38.80320719738594,290.5492689967201,-934.6921615629592,212.90945866739943,-47.26649185907034,5.70143871714335,47.625393448589904,9.788635583575138,1.0,0,0,0,0,0,0,0,0,0,0,1,2020
28,2.026337157590804,-14.828459203816044,1245.220345495676,2447.902444583737,22.161533506256912,2.3219439390440577,58.65459127138804,-14.223294785482194,1.0,1,0,0,1,0,0,0,0,0,0,0,2017
29,-3.271043839878717,-10.056330543759518,-117.82989388382504,2.487764093082046,-35.832842343641374,33.79979591836735,73.45744458756661,38.38752997601919,1.0,0,0,0,1,0,0,0,0,0,0,0,2020
30,5.552258902378576,-17.063867596063336,107.37365685233893,334.83308342159165,13.327214813873375,4.543781190815294,49.41610110868343,-53.36754106409634,1.0,1,0,0,0,0,0,0,0,0,0,1,2018
31,-0.0275763866601276,-10.465686053961551,-100.32151355625685,186.7535777298569,-3.06143348857293,23.44691863077805,79.79182013483918,-69.08818616439146,1.0,1,0,0,1,0,0,0,0,0,0,0,2011
32,6.106958188066316,36.96773829202083,57.62944427630492,219.1997319923448,-12.44778865693803,1.4565118477989631,57.16540029706915,31.56147102082442,1.0,1,0,0,0,0,0,0,0,0,0,1,2012
33,-62.99220697759854,-74.43083903937985,-3590.162257454825,-5.35969639055477,-5.14648446850204,3.7368066311019335,-115.99267884636268,-44.16097384784309,1.0,0,0,0,0,0,0,0,0,0,0,1,2014
34,17.59595096189212,-7.203871012984063,131.2023696795737,278.09884573422045,16.862844371766815,1.8712396505595903,64.32556180100849,30.300850343134496,1.0,1,0,0,0,0,0,0,0,0,0,1,2019
35,-15.755578376005236,-53.67023763672225,-163.0646260555114,58.371851996737824,-27.874795374178,5.032657134332854,51.27100668305261,0.9711465126682416,1.0,1,0,0,0,0,0,0,0,0,0,1,2020
36,-29.69269247661042,-38.46511599239921,-694.6257707001278,35.99256019631533,-6.3291859553288905,11.83208889241014,50.105329554245536,115.7984999010028,1.0,1,0,0,0,0,0,0,0,0,1,0,2019
37,0.6631144626680521,-58.2384097643679,8391.773720225903,120.9982005072774,-29.602674476955222,16.351215749792715,33.45739086689222,-43.32716721514085,1.0,1,0,0,0,0,0,0,0,0,1,0,2020
38,2.5788885293550208,-74.30563985222783,499.70217991276496,200.5149745968613,-99.63469141249084,0.0,11.62012908254388,-78.20624673026315,1.0,0,0,0,0,0,0,0,0,0,0,1,2013
39,-1.2925024614903815,-16.200561492403132,-123.3256357670516,-469.6995562145341,27.1027458394122,1.1296417296227848,26.64498527878896,-11.461975575877457,1.0,1,0,0,0,0,0,0,0,0,1,0,2012
40,-24.365397961163502,5.480435123798693,-555.2003093702375,357.4066209374044,-4.596875000623087,23.461617811984308,44.15575523796218,-30.104137719897324,1.0,0,0,0,0,0,0,0,0,0,0,1,2019
41,-10.729788794201458,-15.24713148159913,-223.52574969992096,-102.44229915779717,3.584273659076388,9.155589299262608,37.58837273382966,-34.97248601153768,1.0,0,0,0,0,0,0,0,0,0,0,1,2020
42,-41.7019314589041,94.62797191263304,-368.1138673463974,-57.24220805515462,-9.94809615583656,0.0,33.39116806701536,46615.71260438267,1.0,1,0,0,0,0,0,0,0,0,0,1,2011
43,-4.901310983078416,6.404192732654186,-116.02528952791836,-71.13835379844312,25.402628386563407,6.972304339613474,29.40501910294689,6.718011331938638,1.0,1,0,0,0,0,0,0,0,0,0,1,2012
44,-1.5397227730170513,-42.040570080749816,-127.18476190437626,-306.58983501609333,-1.6657796120914934,16.122133367503952,26.43587874844173,4.414201235881582,1.0,1,0,0,0,0,0,0,0,0,0,1,2018
45,-31.00247506175301,0.0182850834211098,-262.7806184134989,-65.87645521261213,-1826.295463798116,0.0,0.4633205720502849,10.342180134376257,1.0,1,0,0,0,0,0,0,0,0,0,1,2013
46,-9.927023270104234,-13.063209673848824,-178.430112720361,-21.182327394981552,-43.543413255391926,24.92168815749698,19.00312967376312,-18.02843210523925,1.0,1,0,0,1,0,0,0,0,0,0,0,2015
47,-22.30906122293676,-27.985599620654177,-523.7471533617211,569.9895363738614,29.82461389665727,11.881759728222594,24.171933502928955,341.1888716477327,1.0,1,0,0,1,0,0,0,0,0,0,0,2019
48,-0.6586880007147478,-9.236387203996424,-102.35802572360248,-191.8720484691225,-3.835287137187405,48.78530918079142,28.830511613282777,-72.9220055117272,1.0,1,0,0,1,0,0,0,0,0,0,0,2020
49,-8.56358233826158,-13.811248774927895,-161.97516702295715,-92.3355801909031,19.841962389293645,8.132009912166492,14.135380289984733,9.972218970034309,1.0,1,0,0,0,0,0,0,0,0,0,1,2011
50,-5.803237599086045,-45.60751089819459,-116.28457652641958,-252.59501589319328,-31.76334664132644,2.1925425262878417,30.406764737613827,-68.29184983605164,1.0,1,0,0,1,0,0,0,0,0,0,0,2015
51,-21.56152197685908,-2.9050352463235742,-168.7177719849275,-32.13904604102151,-16.690020829201924,7.856756227720398,52.27047827090748,-47.447332606621615,1.0,1,0,0,0,0,0,0,0,0,1,0,2015
