회사명,거래소코드,회계년도,자산,유동자산,재고자산,매출채권및기타유동채권,비유동자산,유형자산,부채,유동부채,장기차입금,단기차입금,장기사채,단기사채,유동성장기부채,자본,매출원가,매출액,당기순이익,판매비와관리비,(정상)영업손익,법인세비용차감전순이익,급여,세금과공과,이자비용,기말자본금,기초자본금,유무형자산등상각비,대손상각비,감가상각비,영업활동으로인한현금흐름
(주)광림,14200,2018/09,220457458,98786421,27045479,24467088,121671037,52000767,121520870,112821881,500000,59244605,0,20000000,123400,98936588,82209356,89196373,-10649001,7720411,-733394,-10382941,5376511,357031,3397633,24249243,24249243,3907,0,220180,-9482936
(주)광림,14200,2019/09,223655862,106085666,36905568,24502445,117570197,63615007,145419110,131798334,6812210,44841264,0,50100000,1846685,78236752,93270253,99442214,-10510694,17025917,-10853956,-10472053,5504134,507371,2641137,24812095,24812095,3919,914829,525800,-23175900
(주)광림,14200,2020/09,245352758,101190233,28532526,20158926,144162525,66291264,165312707,154967942,4589059,41212377,0,68100000,2120650,80040050,99079078,115185021,-10965730,12462757,3643186,-10118371,4541450,383269,5985297,26461117,26461117,5262,52029,530898,10304150
(주)광림,14200,2021/09,271701741,144005090,39840724,15363568,127696651,67244287,157565548,150529409,1165822,20955868,0,0,39742824,114136193,103166351,121881684,-33490221,12387399,6327933,-32954968,4807998,392917,8658196,37282312,26461117,5094,0,540214,-5221204
(주)광무,29480,2010/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)광무,29480,2011/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)광무,29480,2012/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)광무,29480,2013/09,47013091,19174255,5432167,10977964,27838836,11441016,21912604,16939162,0,12381686,2400000,0,0,25100487,11994387,15408015,-10154550,9350934,-5937306,-10155245,2596710,33415,1415919,8527186,6467850,1672,2436494,1437430,33456
(주)광무,29480,2014/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)광무,29480,2015/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
