회사명,거래소코드,회계년도,자산,유동자산,재고자산,매출채권및기타유동채권,비유동자산,유형자산,부채,유동부채,장기차입금,단기차입금,장기사채,단기사채,유동성장기부채,자본,매출원가,매출액,당기순이익,판매비와관리비,(정상)영업손익,법인세비용차감전순이익,급여,세금과공과,이자비용,기말자본금,기초자본금,유무형자산등상각비,대손상각비,감가상각비,영업활동으로인한현금흐름
(주)동국알앤에스,75970,2016/09,124785728,59641218,21030968,27676711,65144510,46751887,48286332,31471141,4000000,20000000,0,0,0,76499395,60137907,72517025,3055846,8287227,4091891,3891100,2783280,274097,775544,18400000,18400000,2341,24449,443138,4006111
(주)동국알앤에스,75970,2017/09,126013871,61362384,26355528,28196008,64651487,46276501,48334650,32756676,2000000,19470000,0,0,2000000,77679221,58545412,70978820,3083096,8963416,3469992,3888833,2826747,186999,652122,18400000,18400000,1974,0,419020,-3314767
(주)동국알앤에스,75970,2018/09,127212497,64881445,25720745,28644738,62331052,44186223,48700125,34751506,0,20500000,0,0,2000000,78512372,61473900,75473499,3626319,9037859,4961740,4596009,3010221,199300,648811,18400000,18400000,1952,16472,554440,4877107
(주)동국알앤에스,75970,2019/09,127039013,61870133,25702609,26996499,65168880,36219024,47444506,33154473,0,21000000,0,0,80280,79594507,62649357,76140867,3018662,9500194,3991315,3867778,0,0,0,18400000,18400000,0,0,0,4973293
(주)동국알앤에스,75970,2020/09,126007962,63118506,23393390,24349872,62889456,34372952,44980750,30338449,0,21000000,0,0,131090,81027212,56826448,69831680,3172457,8983692,4021540,3965029,0,0,0,18400000,18400000,0,0,0,6553028
(주)동국알앤에스,75970,2021/09,132683656,67351522,31862957,21457012,65332134,35410128,52521323,44513600,1000000,24000000,0,0,0,80162334,61786012,75458855,3687348,9829419,3843424,4628804,0,0,0,18400000,18400000,0,0,0,862281
(주)동국에스엔씨,100130,2010/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동국에스엔씨,100130,2011/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동국에스엔씨,100130,2012/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동국에스엔씨,100130,2013/09,303121625,115745541,37781346,49989085,187376085,103236174,70625325,36043653,1600000,2818960,0,0,0,232496301,92803321,111182470,8422849,9751735,8627414,11350380,1823709,111151,0,28571500,28571500,2067,0,417754,-17182661
(주)동국에스엔씨,100130,2014/09,310176615,149534585,38303336,71299732,160642031,84985951,75354481,45254092,1600000,2200000,0,0,0,234822135,142825216,155173992,9891856,5227341,7121435,12542090,0,0,0,28571500,28571500,0,0,0,13988611
(주)동국에스엔씨,100130,2015/09,296651643,119011198,21234993,56789894,177640444,86187033,43878622,31876400,1466667,2200000,0,0,133333,252773021,159916574,178119461,21312641,5096022,13106865,28249225,0,0,0,28571500,28571500,0,0,0,-13350044
(주)동국에스엔씨,100130,2016/09,429478889,226360468,84796664,66334950,203118422,131845610,138933740,121209218,1333333,39303792,0,0,10133333,290545149,249544140,293920016,19722017,17769350,26606527,26370162,4355846,168400,0,28571500,28571500,0,0,702364,9978183
(주)동국에스엔씨,100130,2017/09,440121301,236428906,54913015,61261361,203692394,144774207,149242989,125758818,3105000,46436000,0,0,133333,290878312,271410957,305676604,11274953,18230373,16035274,15301664,4468105,215141,0,28571500,28571500,0,0,942569,51438719
(주)동국에스엔씨,100130,2018/09,419465371,212324766,83715183,62527181,207140604,151477795,142291997,119230236,5855000,50400961,0,0,261667,277173374,256933729,271245678,-2741796,19436516,-5124567,-5058275,5288978,200757,0,28571500,28571500,0,0,907646,-47304637
(주)동국에스엔씨,100130,2019/09,411265795,214518502,74943336,88755400,196747294,143832683,135923787,114606807,4100000,54369794,0,0,883333,275342008,218122235,248702596,8424220,20037003,10543357,11605870,3993027,141002,0,28571500,28571500,0,0,990359,-7917175
(주)동국에스엔씨,100130,2020/09,392115507,221698887,38769436,41121502,170416620,136254274,113381220,101829631,2716667,39696907,0,0,1133333,278734286,192309438,218468901,8039775,14716576,11442887,10793723,4066099,149186,0,28571500,28571500,4796,0,1004065,68954006
(주)동국에스엔씨,100130,2021/09,451040979,285489953,90670575,90065984,165551026,131668523,161851504,153765388,0,51627284,0,0,0,289189474,244188923,289683062,19738849,27770238,17723900,22447915,4975309,159558,0,28571500,28571500,0,0,858934,-39616770
(주)동방선기,99410,2010/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동방선기,99410,2011/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동방선기,99410,2012/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동방선기,99410,2013/09,83575037,23930874,5155492,5505685,59644163,35159808,50010951,46862969,2470600,24665730,0,0,17920600,33564086,16554215,17807130,-9725228,11355336,-10102421,-11211293,2134861,188086,1900726,5040000,3000000,0,0,133465,805602
(주)동방선기,99410,2014/09,81100973,22634472,6725387,8445743,58466501,54531480,45622868,29512430,15300000,21349027,0,0,2780000,35478104,22090340,24614171,-1026655,2791383,-267552,-1681236,1497423,167952,1612963,5481501,5481501,1179,0,157436,494003
(주)동방선기,99410,2015/09,77112900,18256420,4381868,10073763,58856480,54740647,41255940,27050872,13320000,17941527,0,0,4080000,35856960,28998988,33270587,170823,3495091,776509,42511,1368970,152660,1210346,5481501,5481501,1206,87304,159463,4275555
(주)동방선기,99410,2016/09,46485369,16250863,4257666,6646158,30234506,25842752,12742222,11330077,340000,6445090,0,0,680000,33743147,20355726,23850787,-627420,2656040,839021,-728338,1313334,157023,757226,5481501,5481501,1039,-595784,426686,1345087
(주)동방선기,99410,2017/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동방선기,99410,2018/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동방선기,99410,2019/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동방선기,99410,2020/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동방선기,99410,2021/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동서,26960,2010/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동서,26960,2011/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동서,26960,2012/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동서,26960,2013/09,1088484269,525897589,30674435,45993445,562586680,80664975,107262861,54613102,0,0,0,0,0,981221408,282412985,346657704,105550387,24835990,39408729,133407915,6388688,673974,0,29587960,29587960,4854,0,1088909,96813734
(주)동서,26960,2014/09,1177739966,590929603,40408178,51156153,586810363,76599414,120742870,63228347,0,0,0,0,0,1056997096,301905865,371233138,108594413,27793076,41534198,135654991,7155238,0,0,49850000,49850000,4554,0,1165334,94464469
(주)동서,26960,2015/09,1224431940,617908254,45420387,55166820,606523685,79608205,115227268,53610098,0,0,0,0,0,1109204672,309269113,374506727,96329762,28962403,36275210,120092079,7839554,0,856,49850000,49850000,4502,0,1179285,85862877
(주)동성하이켐,13450,2010/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동성하이켐,13450,2011/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동성하이켐,13450,2012/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동성하이켐,13450,2013/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동성하이켐,13450,2014/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동성화인텍,33500,2010/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동성화인텍,33500,2011/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동성화인텍,33500,2012/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동성화인텍,33500,2013/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동성화인텍,33500,2014/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동성화인텍,33500,2015/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동성화인텍,33500,2016/09,275315028,139006282,56422018,69989123,136308746,121962368,155116540,127110041,19000000,53397511,0,0,31000000,120198487,217446896,252366165,10375885,18832845,16086425,13161919,5659718,211395,0,13821805,13821805,4907,1540986,226657,20607734
(주)동성화인텍,33500,2017/09,236434171,107576377,29945212,49943875,128857794,119915263,142507791,87905790,46330450,36976122,0,0,22333320,93926380,185286583,182103547,-21167487,16018339,-19201375,-22209733,6436320,265932,0,13821805,13821805,4877,15451,201333,24932616
(주)동성화인텍,33500,2018/09,212577957,89587492,48663471,29283817,122990464,115951455,134242347,118393798,5400000,36733999,0,0,53271420,78335609,122416671,133958189,-5964865,14526344,-2984826,-4698432,4692704,265368,0,13821805,13821805,4843,233059,301438,-977726
(주)동성화인텍,33500,2019/09,248408222,129435448,74152158,31130408,118972773,111828789,164780624,139505255,14957950,91076325,0,0,4045950,83627598,130061737,164369818,9694619,14601114,19706967,10400171,5329896,211340,2298397,13821805,13821805,4638,372488,368151,-15905767
(주)동성화인텍,33500,2020/09,280465528,159226337,82533163,46155072,121239190,113192129,170837407,119465524,2640375,34669998,40000000,0,15320500,109628120,228360682,284856877,26806827,24274563,32221632,28963563,5838309,329169,3927387,13821805,13821805,5316,3239814,936245,33094504
(주)동성화인텍,33500,2021/09,268983933,151985653,92327162,26631542,116998280,111225033,135199918,124286194,0,34768838,0,21870000,2666025,133784015,215130022,259743235,21350484,19494064,25119149,27098456,5789513,310411,2252519,14794959,14076767,5189,534647,500527,2016867
(주)동아엘텍,88130,2010/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동아엘텍,88130,2011/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동아엘텍,88130,2012/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동아엘텍,88130,2013/09,123562545,90705646,1688089,38341117,32856900,20084973,53499495,38825894,3918500,0,6601662,0,14123888,70063051,42198525,59668854,6446498,8924998,8545331,7164045,3760103,103533,758019,4038648,3464948,1267,294,94734,1228954
(주)동아엘텍,88130,2014/09,133115430,91477375,2481000,54645885,41638055,29599394,57187976,38941445,15004000,0,0,0,8839204,75927454,62496870,78598852,5030232,9850140,6251842,6281122,4351862,116541,850764,4236263,4038648,1310,376642,131619,-7395259
(주)동아엘텍,88130,2015/09,150444536,99957970,2513183,60333168,50486566,37674998,57110701,48827615,5617000,0,0,0,14085000,93333835,75479116,99554902,8030020,11638762,12437025,10365462,4421752,142136,760091,5459475,4236263,1432,421456,220233,1036315
(주)동아엘텍,88130,2016/09,190658479,138757773,4376198,58052087,51900706,38464813,74622391,66750604,2549760,14400000,0,0,750240,116036088,113128363,151774266,22707418,15529488,23116415,23410263,4759888,155923,278690,5575148,5575148,1580,467638,218685,24183885
(주)동아엘텍,88130,2017/09,263789062,196190875,4850555,70713128,67598187,37618075,72212390,58937024,4499840,12400000,0,0,1049920,191576671,155827097,202324697,12360313,24897528,21600071,20161723,6405955,826704,239578,5575148,5575148,1418,651719,315385,13094967
(주)동아엘텍,88130,2018/09,287916559,211746732,38200329,65362979,76169827,46837703,89244220,80460393,749920,0,0,0,749920,198672339,153845023,190103632,16408133,18616066,17642542,22234450,8445948,787567,60844,5575148,5575148,1551,0,297178,-6073156
(주)동아엘텍,88130,2019/09,270231864,189356856,31905860,46108013,80875008,51459353,66512154,59625875,740400,180000,0,0,794920,203719710,108192521,145993509,10795408,24480928,13320060,15507603,7380898,687217,117892,5575148,5575148,1703,580732,349618,28261463
(주)동아엘텍,88130,2020/09,253501358,166166282,24746632,15994911,87335076,55090034,44290011,38176793,0,4900000,0,0,456000,209211347,73238368,96983641,9086984,15830078,7915196,12349952,6191619,347738,42931,5575148,5575148,1587,564018,218845,-5048770
(주)동아엘텍,88130,2021/09,248970966,156366769,26365827,20712605,92604197,54625622,41840308,35589358,0,856000,0,0,0,207130658,108557985,133267456,-1965092,21905467,2804004,-818795,6357025,801456,28554,5575148,5575148,2594,3325864,1270827,-4239156
(주)동양에스텍,60380,2010/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동양에스텍,60380,2011/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동양에스텍,60380,2012/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동양에스텍,60380,2013/09,136633884,86141114,24661594,58939048,50492770,22960196,85871350,82650303,2470000,48486009,0,0,0,50762534,163090447,173174071,2562859,5607569,4476055,3280440,1759681,73128,2176572,5000000,5000000,753,634349,64441,11624409
(주)동양에스텍,60380,2014/09,118096105,67624989,20387125,44921321,50471116,22278050,65715542,54964542,10000000,33726391,0,0,2000000,52380563,124372018,130741421,1125741,5410042,959361,1599200,2059809,90388,1665456,5000000,5000000,902,838796,63598,-5811194
(주)동양에스텍,60380,2015/09,95257270,51953693,13511320,36308681,43303577,23900709,50382543,37831543,11800000,21278723,0,0,0,44874727,93312399,100044914,1677865,4958487,1774028,2216587,2084856,81200,826481,5000000,5000000,868,385411,64380,4320678
(주)동양에스텍,60380,2016/09,117366066,53545262,18556029,31851233,63820805,37938779,65044106,55162905,9523020,25578276,0,0,12081210,52321960,96128532,105038654,3341666,6241630,2668491,4792260,2459619,107234,880629,5000000,5000000,1469,563921,72310,-796235
(주)동양에스텍,60380,2017/09,144018787,83277207,29891077,40586192,60741580,37054101,90744462,70748900,19056480,40257200,0,0,2081560,53274325,131178493,140470859,4362284,7009084,2283282,5433413,2661317,101399,1555649,5000000,5000000,1600,400012,56179,-5899652
(주)동양에스텍,60380,2018/09,137886061,78136603,32123723,41346530,59749458,38996887,81302249,56541177,23845417,29910807,0,0,85560,56583813,129038853,137713501,1806100,6940956,1733692,2163987,3441076,100950,1302499,5000000,5000000,1584,240923,53496,1727582
(주)동양에스텍,60380,2019/09,143632661,82165478,32650899,44960629,61467182,41117695,88180147,73577395,13712688,33033722,0,0,11008850,55452514,150889674,161831449,2816330,7866038,3075738,3101293,3808636,113099,1765037,5000000,5000000,2078,543985,56601,6361769
(주)동양에스텍,60380,2020/09,128155453,66926358,26605139,34042707,61229095,39527630,73755469,55253200,17036350,29877087,0,0,2030317,54399984,122663341,133384148,2062038,8117784,2603023,2856017,4201773,134192,1494382,5000000,5000000,2613,114143,177512,9124496
(주)동양에스텍,60380,2021/09,145225708,95472015,45487886,43300311,49753694,41600579,73180192,53431601,17665323,17100000,0,0,4666677,72045517,147052532,177193511,15421053,10233854,19907126,20987633,4847365,160737,783880,9850000,5000000,2762,265918,180213,-4750076
(주)동우팜투테이블,88910,2010/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동우팜투테이블,88910,2011/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동우팜투테이블,88910,2012/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동우팜투테이블,88910,2013/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동우팜투테이블,88910,2014/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동우팜투테이블,88910,2015/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동우팜투테이블,88910,2016/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동우팜투테이블,88910,2017/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동우팜투테이블,88910,2018/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동우팜투테이블,88910,2019/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동우팜투테이블,88910,2020/09,216649635,92197049,5597412,18453301,124452585,36275791,31395370,23887702,4100000,0,0,0,46000,185254265,202682854,209918261,-4776606,14433492,-7198086,-6178858,4265408,236152,26060,12915882,12915882,2196,352709,859945,-4151240
(주)동우팜투테이블,88910,2021/09,294739380,131114332,3806877,18499098,163625049,36109274,101599213,28638105,39587000,0,31444000,0,3699996,193140167,207987102,223670294,5444543,14774314,908878,6271560,4273168,228452,809409,12915882,12915882,2893,45357,1201056,10587795
(주)동운아나텍,94170,2015/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동운아나텍,94170,2016/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동운아나텍,94170,2017/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동운아나텍,94170,2018/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동운아나텍,94170,2019/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동운아나텍,94170,2020/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동운아나텍,94170,2021/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동원개발,13120,2010/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동원개발,13120,2011/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동원개발,13120,2012/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동원개발,13120,2013/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동원개발,13120,2014/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동원개발,13120,2015/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동원개발,13120,2016/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동원개발,13120,2017/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동원개발,13120,2018/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동원개발,13120,2019/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동원개발,13120,2020/09,973967463,942361194,245214384,104396213,31606269,2505890,125771368,107459469,433333,535100,0,0,399454,848196095,298112615,430265221,92495243,14077357,118075249,122516616,3219189,316800,52941,45404050,45404050,1957,0,203539,44785062
(주)동원개발,13120,2021/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동일기연,32960,2010/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동일기연,32960,2011/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동일기연,32960,2012/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동일기연,32960,2013/09,62475085,55728700,8041338,5293477,6746385,3976435,6556478,4303225,0,0,0,0,0,55918607,15352078,24587708,4137029,5714730,3520900,4952007,3437213,126561,0,4348425,4255353,298,0,78496,2631189
(주)동일기연,32960,2014/09,65804776,58790330,8344579,4362008,7014447,4265040,5152196,3766882,0,0,0,0,0,60652580,16434069,25993857,4174692,6169466,3390321,4946569,3815292,134807,0,4446145,4348425,322,2572,107909,5467492
(주)동일기연,32960,2015/09,69444367,54895143,8227400,3857753,14549223,10858091,4645814,3961559,0,0,0,0,0,64798552,12440722,21151988,3174560,6754904,1956361,3718483,4327711,141669,0,4548745,4446145,347,0,152436,3702428
(주)동일기연,32960,2016/09,61016751,46220681,8729358,3904879,14796070,9813205,3849560,3849560,0,0,0,0,0,57167191,12450211,21041700,4517727,6875617,1715871,5141210,3968885,135579,0,4638187,4548745,459,0,122576,1452470
(주)동일기연,32960,2017/09,69237596,52708311,10210699,5047807,16529285,4248587,6514002,6514002,0,200000,0,0,0,62723594,15081469,26826413,3449306,8970489,2774456,3966523,4816317,181317,0,4730174,4638187,845,0,326401,984615
(주)동일기연,32960,2018/09,69228510,55051079,10200707,4642462,14177431,4136024,4410238,3262793,0,0,0,0,0,64818272,13394997,20857071,348186,7696590,-234516,382783,4682326,86172,0,4824842,4730174,938,0,356668,356735
(주)동일기연,32960,2019/09,57074025,43530592,10326693,4201484,13543433,4056593,4985724,3755293,0,745000,0,0,0,52088301,14363162,22875792,1762239,7212139,1300491,1972083,4481728,66524,0,4892123,4824842,661,0,342916,3181889
(주)동일기연,32960,2020/09,60200446,44467854,10048044,3287819,15732592,4953340,7195948,5212393,159620,1745000,0,0,0,53004497,11477692,18956095,409048,7396863,81540,293675,4399295,73016,9108,4953655,4892123,872,30870,464332,-766124
(주)동일기연,32960,2021/09,67461905,54047294,11676427,3454617,13414611,5272986,6475227,5553747,0,0,0,0,76340,60986679,11984788,20129922,7469113,7408699,736436,8506688,4461450,68080,25059,5001643,4953655,854,0,475022,5263762
(주)동진쎄미켐,5290,2010/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동진쎄미켐,5290,2011/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동진쎄미켐,5290,2012/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동진쎄미켐,5290,2013/09,628450868,220135497,69780573,117204893,408315371,332086255,481989042,366721874,64255504,247305476,32151200,0,54609720,146461826,424257613,489383255,10686443,39515559,25610083,14545734,5867385,826385,15236586,21019262,21019262,23569,0,3291475,23643209
(주)동진쎄미켐,5290,2014/09,619521744,215429141,57182954,123789069,404092603,339021642,474301521,399430983,28323845,299454293,30000000,0,44593149,145220222,426620714,498906158,10456955,45088958,27196486,14767271,9168428,1367245,14696040,21019262,21019262,25530,0,3186030,26980708
(주)동진쎄미켐,5290,2015/09,667712895,274139521,64795781,141369042,393573375,336410623,495215672,434643469,40380868,382190773,2500000,0,0,172497223,431253993,525244261,14204922,52408487,41581781,19027692,11051014,2064978,12484401,23379023,21019262,26497,0,4002919,32836960
(주)동진쎄미켐,5290,2016/09,639565344,255297116,61200977,120876174,384268228,313309822,458419526,403985780,32568358,326980461,0,0,15733812,181145818,478795559,571981887,18450668,57374458,35811870,23661099,12833499,1797085,10501888,23716132,23379023,55003,0,6756549,74494334
(주)동진쎄미켐,5290,2017/09,681826213,298567206,70251860,129465067,383259006,321977802,441297871,371894621,49175674,282825880,0,0,21400246,240528342,488917676,598763220,40373044,54861836,54983708,53411114,12537904,2144054,9927339,25064567,23716132,31989,0,3940617,51717241
(주)동진쎄미켐,5290,2018/09,729354710,338164622,84237942,135551629,391190088,317084288,434026091,386193492,32327792,283233966,0,0,27267099,295328618,530997396,640800297,33381489,60485347,49317554,42927268,15366184,2293277,9639639,25707247,25707247,26804,0,3219550,44506793
(주)동진쎄미켐,5290,2019/09,825663138,392315922,90407073,154104241,433347216,354257646,468380126,409106331,30526990,263110058,0,0,60663848,357283012,513770845,647418493,51574040,59933363,73714286,68443036,16577781,2135541,10683817,25707247,25707247,30806,0,4566369,71915191
(주)동진쎄미켐,5290,2020/09,945572540,513999065,102378365,163595619,431573475,361880977,504660285,413304467,56390584,271579114,0,0,37842580,440912255,527109885,692510631,78246686,69984392,95416354,104177765,17210058,2194062,8999785,25707247,25707247,34824,5758284,6266770,81873214
(주)동진쎄미켐,5290,2021/09,1129634332,639984682,130525444,189129200,489649651,440140145,597503752,449421877,112691125,256650030,0,0,50722772,532130580,655240434,824916959,74336191,77892548,91783977,98740823,18207491,2184219,7209527,25707247,25707247,36072,582655,7226125,65375849
(주)두산테스나,131970,2014/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)두산테스나,131970,2015/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)두산테스나,131970,2016/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)두산테스나,131970,2017/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)두산테스나,131970,2018/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)두산테스나,131970,2019/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)두산테스나,131970,2020/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)두산테스나,131970,2021/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)듀오백,73190,2010/09,52952880,34170078,1852622,3628103,18782802,10360327,6001287,4083585,1626464,750000,0,0,0,46951593,21082069,31504867,2170770,8838462,1584336,2754419,1783522,84138,51159,5984020,5984020,723,28520,156123,3544892
(주)듀오백,73190,2011/09,54701835,31900457,2115274,4047954,22801377,9123755,6710020,4196929,2196188,0,0,0,200000,47991815,22570543,33948611,1532312,10281747,1096320,1937996,2910270,119983,0,5984020,5984020,683,53195,214348,638531
(주)듀오백,73190,2012/09,52701623,25500753,2471926,3565925,27200870,10596337,5419304,3905106,1230929,0,0,0,222914,47282319,20974100,30960969,531602,10675220,-688351,576196,3047731,0,96299,5984020,5984020,974,0,325768,272247
(주)듀오백,73190,2013/09,52140322,25195612,2233912,3752604,26944710,10310415,5722530,5077746,436276,600000,0,0,0,46417792,21401308,31902122,148880,10114017,386797,1049289,2952035,0,24304,5984020,5984020,1217,81276,278500,1308920
(주)듀오백,73190,2014/09,48478788,22144013,3721312,3299565,26334775,9640573,5672988,4969354,463634,600000,0,0,0,42805799,23057276,32427930,-2154194,12273535,-2902882,-2500937,3319223,0,16519,5984020,5984020,1276,37310,254386,-726061
(주)듀오백,73190,2015/09,42848927,18279929,3758866,3536294,24568997,9214884,4651470,3909908,501562,0,0,0,0,38197456,18796635,25350593,-2098866,9420126,-2866168,-1899636,2778519,0,23533,5984020,5984020,1176,107949,265760,-1725719
(주)듀오백,73190,2016/09,38979231,15349427,4159207,4071059,23629804,9698197,5755957,5218227,430230,0,0,0,0,33223274,19421183,25787171,-4088935,10102017,-3736029,-4168517,2844209,0,-24389,5984020,5984020,1169,250219,385501,-3001079
(주)듀오백,73190,2017/09,39153808,16113990,4668492,4437096,23039817,9337561,5435082,4793241,472385,0,0,0,0,33718725,19381423,28037408,1772322,7761255,894730,1716752,2138364,0,5302,5984020,5984020,1091,0,324692,599061
(주)듀오백,73190,2018/09,35822474,13615360,5272504,3409690,22207113,13204164,3841317,3691317,0,0,0,0,0,31981157,18506333,24684368,-1752229,7782856,-1604821,-1762304,2337873,0,0,5984020,5984020,846,12608,194401,-1262881
(주)듀오백,73190,2019/09,33348660,12499951,4495583,4341549,20848709,13247944,4464484,4070882,0,160000,0,0,172194,28884176,16461492,22903594,-1336187,7725146,-1283043,-1142341,2079104,0,7041,5984020,5984020,737,102768,332940,-527532
(주)듀오백,73190,2020/09,33917436,15448590,4171099,4485232,18468846,13310175,5452107,4958432,0,160000,0,0,0,28465329,23870619,34291923,1433010,8911427,1509877,1433010,1931814,0,8013,5984020,5984020,724,0,316573,3637206
(주)듀오백,73190,2021/09,31374549,12700786,5580359,3491525,18673764,13705324,4887997,4487787,0,160000,0,0,0,26486553,22672781,30020982,-1431974,8922848,-1574647,-1431974,1824773,0,9083,5984020,5984020,843,0,337429,-2887781
(주)드래곤플라이,30350,2010/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)드래곤플라이,30350,2011/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)드래곤플라이,30350,2012/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)드래곤플라이,30350,2013/09,120670523,15305796,1043492,6179379,105364727,54984765,59078476,42697976,16380500,17000000,0,0,5427000,61592047,152001,17794681,-4018298,16479286,1163393,-4018298,2905139,232860,967350,7039462,7039462,4223,561277,1500022,3084210
(주)드래곤플라이,30350,2014/09,85325592,6937572,515332,4197683,78388020,52957236,48543717,36270217,12273500,16040000,0,0,5124000,36781875,0,15621590,770084,12364167,3257422,916112,1668663,211150,1343442,7039462,7039462,4676,4572,1446895,739619
(주)드래곤플라이,30350,2015/09,74200016,8422527,1146663,4641944,65777489,51073303,44468397,27848218,8123500,7400000,10000000,5000000,4737000,29731618,0,10577485,-1157947,9416081,1161403,-1157947,1630899,207629,1074043,7039462,7039462,3046,43149,1422375,411724
(주)드래곤플라이,30350,2016/09,64701730,4289029,0,1698058,60412701,49358395,34492797,31009560,2658000,9000000,0,10562509,5465500,30208933,0,8568778,1570291,6969879,1598901,1570291,1284532,217439,930367,7365909,7039462,1460,225,1410185,1005533
(주)드래곤플라이,30350,2017/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)드래곤플라이,30350,2018/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
