회사명,거래소코드,회계년도,자산,부채,자본,유동자산,현금및현금성자산,유동부채,장기차입금,단기차입금,매출액,매출원가,당기순이익,법인세비용차감전순이익,영업활동으로인한현금흐름,,,
(주)CMG제약,58820,2009/09,31441625,12630459,18811166,11268652,1771247,8487883,46200,0,8311693,7173074,-7727415,-7727415,-4594594,,,
(주)CMG제약,58820,2010/09,23456619,15723286,7733334,9965208,231258,11171584,46200,551000,7980566,6256318,-4187367,-4187367,-1388441,,,
(주)CMG제약,58820,2011/09,29477750,9461282,20016467,14760027,485657,6389723,2000000,0,12276653,6956005,572373,572373,-676550,,,
(주)CMG제약,58820,2012/09,45515723,29843038,15672685,33764182,20297395,7957865,0,0,12368445,8503073,-3363708,-3363708,-1768573,,,
(주)CMG제약,58820,2013/09,56982689,7958937,49023752,40818825,3903928,6390879,0,0,15106027,8891822,553359,583510,-3632804,,,
(주)CMG제약,58820,2014/09,57703300,8394002,49309297,28763033,9546919,6786838,0,0,16988678,10585133,276510,276510,97772,,,
(주)CMG제약,58820,2015/09,58320360,8220072,50100288,27110539,7317089,7529693,0,0,19625338,12276682,-717730,-717730,1384905,,,
(주)CMG제약,58820,2016/09,58008547,9167449,48841098,26551880,2520372,8090163,0,0,24113493,14456941,1096911,1036297,1888759,,,
(주)CMG제약,58820,2017/09,115588862,11753275,103835587,79685443,9708638,9988029,0,0,30802541,17579427,2536255,2562890,2840129,,,
(주)CMG제약,58820,2018/09,112368756,12398611,99970145,83056385,13677815,10596815,0,0,36431066,19778419,2009284,2602160,-136199,,,
(주)CMG제약,58820,2019/09,193088415,13237388,179851027,153837486,22584442,9860039,0,0,42599405,21811230,2705076,3497766,3718827,,,
(주)CMG제약,58820,2020/09,203087271,19795673,183291598,153840982,4966358,15855358,0,0,47601322,24727765,2673795,2777082,7788888,,,
(주)CMG제약,58820,2021/09,197402233,12776118,184626115,141195773,5884992,11234842,0,0,51611106,26413091,2988344,3037361,5571262,,,
(주)ES큐브,50120,2009/09,46099552,4097886,42001666,24847266,3895482,1495692,0,0,20377676,16971560,4592153,4592153,9380025,,,
(주)ES큐브,50120,2010/09,49673886,4261423,45412464,25942380,2501359,3639117,0,0,28319711,23307571,864035,864035,2930272,,,
(주)ES큐브,50120,2011/09,45553678,4286248,41267430,20339638,4486682,3277030,0,0,34401404,24192834,-1028409,-1028409,1997817,,,
(주)ES큐브,50120,2012/09,48478692,5907629,42571063,17497531,3838664,4387268,0,0,37619698,27196275,3310603,3310603,6496332,,,
(주)ES큐브,50120,2013/09,63463775,5018430,58445345,36558116,13856152,3795008,0,0,40578178,29712499,46665,46665,5000112,,,
(주)ES큐브,50120,2014/09,49176282,4069550,45106732,35215748,7675170,3197565,0,0,32356477,26903162,1528654,1528654,4426001,,,
(주)ES큐브,50120,2015/09,49992952,5203994,44788958,26326448,10839510,4583191,0,0,32252281,27251711,3572164,3572164,6222868,,,
(주)ES큐브,50120,2016/09,104922598,34591379,70331219,45618460,39135373,3184973,30000000,0,29563520,24630909,17209475,17209475,5555158,,,
(주)ES큐브,50120,2017/09,107442435,36237291,71205143,46461381,29729460,6577176,27700000,0,32555693,27106332,1593016,1644819,5642356,,,
(주)ES큐브,50120,2018/09,118731384,45680303,73051081,44165412,20343846,40713448,2500000,0,27363654,22661316,1427685,1920145,2266154,,,
(주)ES큐브,50120,2019/09,146743160,81726481,65016679,33519172,7902157,54150818,25200000,0,23111154,18869505,-1333731,-1516901,2593346,,,
(주)ES큐브,50120,2020/09,99608547,11045370,88563177,15204209,1525271,10396423,0,0,24665288,20025205,-13451729,-13451729,-69622,,,
(주)ES큐브,50120,2021/09,88529091,14082598,74446493,11824433,4141626,13177930,0,4300000,30459055,25263980,1532593,1532593,-44479,,,
(주)가비아,79940,2009/09,36440844,18575340,17865504,14436160,2548120,4575196,2480000,0,16449557,8541928,2049518,2528095,1376378,,,
(주)가비아,79940,2010/09,33855803,12561869,21293934,9064559,1517510,5558466,4320000,0,18876524,10257306,2847776,3369427,899036,,,
(주)가비아,79940,2011/09,37061922,13322827,23739095,9360803,2676871,11917687,1159960,0,24546254,14810784,2725799,3210755,4808260,,,
(주)가비아,79940,2012/09,49585929,21798564,27787365,7090488,1656021,8626027,9873320,1000000,28593555,17401250,2274260,2465387,3806229,,,
(주)가비아,79940,2013/09,52159008,17427928,34731081,9421673,3253555,11687928,5500000,0,30301191,18518210,3774885,4442034,3296941,,,
(주)가비아,79940,2014/09,54054556,16680758,37373798,12983182,5883367,11490758,4950000,3000000,32913270,20438974,2173050,2242784,5919070,,,
(주)가비아,79940,2015/09,56507736,14929838,41577898,15819832,9977661,9429838,5500000,0,36144973,21404841,3424905,3823087,7082049,,,
(주)가비아,79940,2016/09,59342659,14864754,44477906,9941289,5662369,9364754,5500000,0,36987373,21450983,2594850,2671342,5870947,,,
(주)가비아,79940,2017/09,62707098,15714769,46992329,12687656,7091656,15714769,0,0,39387643,23151000,1787589,1819215,4577074,,,
(주)가비아,79940,2018/09,68207516,18688725,49518791,18815699,9633948,17688725,1000000,5500000,41289480,23930699,2378426,2476819,6295581,,,
(주)가비아,79940,2019/09,83416502,30170962,53245540,15845935,9157743,20954378,4910996,5500000,42523630,25089014,3733658,3904189,8909431,,,
(주)가비아,79940,2020/09,93469307,35974742,57494565,19812324,10835477,25825454,7821992,8000000,46617356,26922775,3875501,4640831,9868635,,,
(주)가비아,79940,2021/09,99267694,35846839,63420855,21570840,5647668,21702563,12932988,5000000,52244404,28949700,4223413,5377275,7521762,,,
(주)강스템바이오텍,217730,2015/09,14984260,3678345,11305916,9725686,446908,2463291,780000,304400,1340396,202603,-3838642,-3838642,-3554298,,,
(주)강스템바이오텍,217730,2016/09,49409612,22387967,27021645,40181208,3512619,3571900,520000,0,715304,40850,-6795773,-6795773,-5563165,,,
(주)강스템바이오텍,217730,2017/09,45339861,31380138,13959722,25443952,3011680,3321401,4260000,260000,4856532,2135182,-10814672,-10814672,-8604351,,,
(주)강스템바이오텍,217730,2018/09,82292129,16469580,65822550,48381082,6828165,2084319,4000000,0,1337688,814569,3787099,3960679,-8039191,,,
(주)강스템바이오텍,217730,2019/09,107205925,25023625,82182299,53077530,5677376,15422596,4000000,0,160619,43213,-13607805,-13607805,-7457794,,,
(주)강스템바이오텍,217730,2020/09,71606472,13987551,57618921,34783863,4241345,2323758,4000000,0,238466,37654,-13522212,-13522212,-12754923,,,
(주)강스템바이오텍,217730,2021/09,57357057,18461606,38895451,29081668,7780199,4849475,5830000,0,1619637,1001685,-13124152,-13124152,-10753494,,,
(주)강원에너지,114190,2010/08,27695307,9181441,18513865,22753076,10211169,9163941,17500,0,22969334,18707110,903277,1019596,1672033,,,
(주)강원에너지,114190,2011/08,40179679,18912412,21267267,33743660,10053758,18745787,0,1789019,27722206,20947447,2512270,3107890,6213960,,,
(주)강원에너지,114190,2012/09,78968279,45069936,33898343,71258850,15804915,32881145,0,0,84454836,67045553,8778090,11153267,-6292530,,,
(주)강원에너지,114190,2013/09,75875024,30507759,45367266,63848877,29050490,30441566,0,0,41347097,32114422,3643796,4846663,14399570,,,
(주)강원에너지,114190,2014/09,70809121,19712168,51096953,53410277,15511455,19707095,0,0,36136417,27164934,1787229,2291319,-12964058,,,
(주)강원에너지,114190,2015/09,70599685,16502899,54096786,48008623,19298764,16480748,0,238900,36012853,29651376,-125563,-132674,3867142,,,
(주)강원에너지,114190,2016/09,67218786,15467971,51750815,45805596,9990289,15466180,0,0,31775657,27630604,-2959731,-1484598,-20729702,,,
(주)강원에너지,114190,2017/09,89408972,34639113,54769859,68589197,13850545,34620669,0,2061039,60018496,53726980,1340302,1701651,-727612,,,
(주)강원에너지,114190,2018/09,102002795,56200998,45801797,77804691,26467163,51832997,0,517828,65639828,62503217,-2420250,-3034001,-6124733,,,
(주)강원에너지,114190,2019/09,70695497,31545928,39149569,49079653,21309539,26346596,4020000,700000,31589658,33715972,-11636744,-11554276,10814512,,,
(주)강원에너지,114190,2020/09,45595468,19820626,25774842,26818159,7979923,15943106,2656000,1300000,28400479,27062485,-5967354,-5967354,955586,,,
(주)강원에너지,114190,2021/09,39754842,13081014,26673828,28646264,7883656,11500863,0,0,33615837,31801894,6022731,6022731,-1865228,,,
(주)경윤하이드로에너지,19120,2009/09,26470426,12148425,14322001,5314160,339671,8162731,257820,3400000,3806546,2786640,-6741118,-6741118,-6828347,,,
(주)경윤하이드로에너지,19120,2010/09,41343007,5771409,35571598,8362760,377438,1982917,172900,0,7780864,6028594,-537901,-537901,-2563830,,,
(주)고려시멘트,198440,2014/09,,,,,,,,,,,,,,,,
(주)고려시멘트,198440,2015/09,,,,,,,,,,,,,,,,
(주)고려시멘트,198440,2016/09,,,,,,,,,,,,,,,,
(주)고려시멘트,198440,2017/09,110794813,33220242,77574570,36186946,905976,14895293,4000000,4000000,64304668,54200552,1202498,1779914,-1885947,,,
(주)고려시멘트,198440,2018/09,126352777,40034458,86318319,52100406,3046182,28838135,1257143,11300000,61410337,52033351,4249446,3580594,2437522,,,
(주)고려시멘트,198440,2019/09,122385866,34040169,88345697,41342943,316778,23084248,0,11300000,60928413,52929809,3102092,3984705,490305,,,
(주)고려시멘트,198440,2020/09,114947068,24571235,90375833,40156296,7851448,12641364,0,0,49702658,44799480,2508749,3136565,4583552,,,
(주)고려시멘트,198440,2021/09,114163570,19142172,95021397,47677629,24336902,6721095,0,0,48563985,42494564,3058054,3876318,9355339,,,
(주)고바이오랩,348150,2021/09,50763750,1451598,49312152,40571119,5236355,1222366,0,0,1937557,868707,-9893072,-9893072,-4509502,,,
(주)고영테크놀러지,98460,2009/09,40966267,5709785,35256482,28220034,3446856,3165378,0,0,16017073,6778774,211333,-273885,-787568,,,
(주)고영테크놀러지,98460,2010/09,66978694,19629495,47349199,45850826,5177419,16253031,0,0,50180185,20749117,11058593,13407165,2606127,,,
(주)고영테크놀러지,98460,2011/09,85677403,19308854,66368549,60532467,4546509,16047981,0,0,60597824,25260235,13366095,16310604,8825238,,,
(주)고영테크놀러지,98460,2012/09,101453931,20385892,81068038,74288178,3866415,16385254,0,0,72542956,32834709,12033994,14310688,4257193,,,
(주)고영테크놀러지,98460,2013/09,120293071,23709841,96583230,93102855,8180019,17464082,0,0,78520079,37376084,11611172,13353475,7519654,,,
(주)고영테크놀러지,98460,2014/09,139909050,29035993,110873057,105288405,13236641,23026805,0,0,100194307,46658167,15754371,18657455,18831714,,,
(주)고영테크놀러지,98460,2015/09,157070980,27260212,129810768,121578278,18444141,21477950,0,0,102628800,42057662,19820778,23891027,14058499,,,
(주)고영테크놀러지,98460,2016/09,174434231,30512822,143921409,135553334,12207306,19712274,0,0,112445859,45535284,15707498,18063915,2313431,,,
(주)고영테크놀러지,98460,2017/09,200539235,39892364,160646871,159559290,7363049,28621418,0,0,137272926,53216388,23076956,27637876,-4232263,,,
(주)고영테크놀러지,98460,2018/09,279746130,54736014,225010116,218941503,29347578,40777253,0,0,166870315,67785840,32267728,41057143,10980690,,,
(주)고영테크놀러지,98460,2019/09,298286645,49036390,249250256,241872218,22365037,32941522,0,0,159124739,62067067,32626890,41205216,13567388,,,
(주)고영테크놀러지,98460,2020/09,301035630,45334116,255701514,223449226,31314764,25359797,0,0,112870036,44439031,10885203,12802247,28530485,,,
(주)고영테크놀러지,98460,2021/09,359924696,79478065,280446631,270013862,39439548,40779356,0,0,175898177,67334653,34079615,43941078,22531233,,,
(주)골드앤에스,35290,2009/09,49129486,17851559,31277927,15656949,97927,16408615,0,9231876,38363613,28569144,310941,269630,6375492,,,
(주)골드앤에스,35290,2010/09,55986986,23958917,32028069,20086514,127617,18327016,1000000,7266140,39059789,27812877,395363,304795,6160797,,,
(주)골드앤에스,35290,2011/09,46189271,23021132,23168138,19386284,41628,17781050,0,12477869,36354484,25329539,1030516,997080,5200378,,,
(주)골드앤에스,35290,2012/09,50819286,26139795,24679491,27648287,93315,23286961,0,13936576,35411491,24497052,-888526,-873986,2505799,,,
(주)골드앤에스,35290,2013/09,46995892,23877307,23118585,22929882,76790,18758392,0,13673188,29182401,20488145,-3144997,-3663048,-2948250,,,
(주)골드앤에스,35290,2014/09,29876959,22454576,7422383,15747791,71538,20219272,0,8682016,22917277,16090127,-4692626,-4730603,-347206,,,
(주)골드앤에스,35290,2015/09,25317102,7302353,18014749,14170516,287797,4087082,0,0,15570452,11265827,-5583079,-5626192,1917913,,,
(주)골드앤에스,35290,2016/09,19520630,5920999,13599632,9217228,213999,5181238,0,900000,12350579,7705329,672202,847090,718294,,,
(주)골드앤에스,35290,2017/09,21746327,4791157,16955170,13308624,159832,4130610,0,2357000,10243871,6313164,-866574,-764133,-4886693,,,
(주)골드앤에스,35290,2018/09,30157636,17989753,12167883,19873202,12935006,17443779,0,0,6702084,3382138,-3007985,-3441173,-2333802,,,
(주)골드앤에스,35290,2019/09,30621314,19117372,11503943,7259906,1952421,18065219,0,2000000,6183927,3760607,-10489799,-10330866,-4966922,,,
(주)골드앤에스,35290,2020/09,19110694,22180476,-3069782,3957298,882362,21978674,0,1574674,3229088,1289722,-4274619,-4258662,-565138,,,
(주)골드앤에스,35290,2021/09,25492199,10298813,15193386,12576557,1494510,3564963,0,0,8808291,5603855,556335,579972,1298283,,,
(주)골드카운티,58900,2009/09,46830370,739349,46091022,16194522,8150428,725531,0,0,702395,1096880,-4520905,-4520905,10917934,,,
(주)골드퍼시픽,38530,2009/09,22281052,1443899,20837154,12939399,1033013,962596,0,0,6424533,4808883,390447,390447,-581317,,,
(주)골드퍼시픽,38530,2010/09,23145324,2215566,20929758,16517570,691768,1944066,0,0,7258018,5584744,323129,323129,-565262,,,
(주)골드퍼시픽,38530,2011/09,27407800,4719126,22688674,13633971,65598,1701472,0,0,9062723,5170629,1746757,1746757,2089980,,,
(주)골드퍼시픽,38530,2012/09,28692681,5161178,23531503,17110552,34915,1927995,0,0,8500682,5594606,1100102,1100102,-2529356,,,
(주)골드퍼시픽,38530,2013/09,33489670,12422842,21066829,20156778,226607,7673122,300000,0,4440524,5090920,-3390721,-3390721,-3850511,,,
(주)골드퍼시픽,38530,2014/09,31964096,18308994,13655103,15336482,32979,11693683,0,5140000,3839070,6422432,-5242386,-5242386,-1575587,,,
(주)골드퍼시픽,38530,2015/09,28220816,8559499,19661316,12031118,218845,3631446,104589,2200000,2858205,4782536,-6940966,-6940966,-5280333,,,
(주)골드퍼시픽,38530,2016/09,30227161,11735208,18491952,16519486,148906,3977701,0,0,11899467,10337077,-3701195,-3701195,-6132823,,,
(주)골드퍼시픽,38530,2017/09,26834526,20165767,6668759,18219681,8186157,18599170,0,150000,8716147,7670464,-434145,-434145,-1263705,,,
(주)골드퍼시픽,38530,2018/09,32239703,16670644,15569059,16462133,5224755,10011739,5440000,0,6102994,2627864,-241978,-241978,-863556,,,
(주)골드퍼시픽,38530,2019/09,80467597,32807184,47660413,51815292,10759902,32145213,0,0,2752394,988693,-4777514,-4777514,-730506,,,
(주)골드퍼시픽,38530,2020/09,67110398,34776523,32333875,33775277,14033999,34550188,0,1000000,10208340,6691240,-11150431,-11150431,853111,,,
(주)골드퍼시픽,38530,2021/09,84893449,13609052,71284397,57492167,8090160,13215394,0,0,7871605,5889811,-10552490,-10552490,1138882,,,
(주)골프존,215000,2015/09,165519491,68648210,96871281,59073571,28696937,50344926,15000000,20000000,127759109,42231956,25070994,31366234,32874715,,,
(주)골프존,215000,2016/09,175386209,67509886,107876323,77799289,32081876,56815337,8333300,26666700,150005870,58002269,27903110,32782841,27244109,,,
(주)골프존,215000,2017/09,233836103,59435867,174400236,136930149,90998927,51914041,4999980,28333320,131886418,46594169,68549608,41117064,69620583,,,
(주)골프존,215000,2018/09,259908733,64661953,195246780,149548542,80764143,54915428,6666660,23333320,138742052,52689233,19473327,24508214,23515147,,,
(주)골프존,215000,2019/09,297316404,87167041,210149363,100238842,18533772,53730886,0,1666660,181730045,71818956,24328300,33319128,37530085,,,
(주)골프존,215000,2020/09,333828894,108842011,224986884,94306909,22109819,62670696,0,0,213446384,85072614,32502245,42063640,62630323,,,
(주)골프존,215000,2021/09,422980925,136474731,286506194,184628517,40985846,91494628,0,0,309992665,118070445,72392658,95470055,93142241,,,
(주)골프존뉴딘홀딩스,121440,2011/09,367578104,18566914,349011190,263870012,34329719,15276412,0,0,156974871,77389210,33805873,36254800,33978100,,,
(주)골프존뉴딘홀딩스,121440,2012/09,506402691,105874696,400527995,259719251,52500577,103588280,0,72000000,204988885,88924495,61578928,68898359,54825450,,,
(주)골프존뉴딘홀딩스,121440,2013/09,578690323,107254728,471435594,309498504,47012051,104670501,0,59000000,252795379,114531953,48178524,62807364,51356555,,,
(주)골프존뉴딘홀딩스,121440,2014/09,576514682,110549698,465964984,195366822,25119692,107302165,0,49000000,306667315,133726502,55822940,73563312,22256409,,,
(주)골프존뉴딘홀딩스,121440,2015/09,588932446,35652770,553279676,51107855,12313880,9621999,24000000,3105000,24556498,7704509,891462809,-5726322,-18365778,,,
(주)골프존뉴딘홀딩스,121440,2016/09,581836579,53341041,528495538,54177791,7361989,12108357,40000000,7000000,21601310,387155,1701928,1211398,6334495,,,
(주)골프존뉴딘홀딩스,121440,2017/09,553075295,55519088,497556207,49715472,13811756,37522402,16000000,9300000,18586469,559715,-4200224,-3702086,490086,,,
(주)골프존뉴딘홀딩스,121440,2018/09,525905513,56027181,469878333,67300953,14022325,54424524,0,9300000,16928474,546517,-5193303,-2846406,2179919,,,
(주)골프존뉴딘홀딩스,121440,2019/09,554344406,85547490,468796917,37712754,10975571,12730123,54200000,9300000,21175091,10948676,-11297909,-8878718,1737063,,,
(주)골프존뉴딘홀딩스,121440,2020/09,553374083,93325538,460048545,33363328,12980779,14723776,54200000,9300000,39519248,3766923,15044104,20457779,525289,,,
(주)골프존뉴딘홀딩스,121440,2021/09,607700788,98022374,509678414,16203977,2211028,51943738,12828500,6300000,66566443,1466296,46065866,51727737,4726577,,,
(주)공구우먼,366030,2021/09,27536810,3503858,24032953,16344384,908130,3503858,0,0,31593597,17294765,5709351,6843885,4657371,,,
(주)광림,14200,2009/09,82132665,36861413,45271252,51566561,1847682,34338020,427203,18910435,50006389,42511598,-131813,-149126,-1258006,,,
(주)광림,14200,2010/09,118316956,60622519,57694437,75660827,489049,57949879,362452,32360422,50335403,41393862,450291,283153,-12198465,,,
(주)광림,14200,2011/09,100133190,43694481,56438708,62417833,3610452,38876537,294898,20177783,76227324,62695601,1791038,2240078,6608825,,,
(주)광림,14200,2012/09,92017429,33496063,58521366,54375289,1727971,28106327,224457,14580484,61665112,52529965,1523658,1775622,-5011268,,,
(주)광림,14200,2013/09,100217544,35461216,64756328,64281060,10963604,29379876,180199,12483168,65999158,55627973,1179711,1366748,6170003,,,
(주)광림,14200,2014/09,118956476,54408978,64547498,52496075,844772,39341125,8039880,20547374,58272619,49222866,-249304,-371794,-10809609,,,
(주)광림,14200,2015/09,121308223,53213756,68094467,56193769,11385829,44722312,2723281,29849411,60886637,52504217,1831823,2377901,-1146801,,,
(주)광림,14200,2016/09,154428012,54743749,99684263,63949292,24897394,45286670,629814,33827931,53851769,46326665,-1141175,-882714,-6955783,,,
(주)광림,14200,2017/09,153355889,62404338,90951550,37801705,4367956,56125595,623400,39754104,75681382,63732930,740490,843112,2936310,,,
(주)광림,14200,2018/09,957821661,552057365,405764296,851396135,4131476,457187949,0,34471018,50213152,41319658,229214743,293809728,2464644,,,
(주)광림,14200,2019/09,266579643,148034970,118544673,158722730,7109129,134476452,1400000,36446500,63316177,52473641,-2376276,-3158825,-6346541,,,
(주)광림,14200,2020/09,181436461,117668281,63768180,60337276,7500583,111341600,1400000,31278705,70698466,59117919,3027789,3844346,6796251,,,
(주)광림,14200,2021/09,266418875,86028251,180390624,77977938,32706275,81249580,0,10691214,83694645,68233709,-32356728,-31821476,-4806242,,,
(주)광무,29480,2009/09,97040674,54006695,43033980,78254874,10562157,42998642,0,10349309,56551391,39305660,3215134,3141788,-8537117,,,
(주)광무,29480,2010/09,112442327,64375983,48066344,67353082,5815001,59525878,0,16808328,53386694,39564870,-4951463,-4676734,3106777,,,
(주)광무,29480,2011/09,128625706,46071144,82554563,55966154,2776849,43667342,0,19160779,34600153,24075324,-1131752,-1064728,6419446,,,
(주)광무,29480,2012/09,74793723,28994837,45798886,32369140,95601,21272683,0,14459998,30005190,24969862,-5369595,-5817153,-6377429,,,
(주)광무,29480,2013/09,53164107,17754145,35409962,13912185,64760,14448064,0,12381686,8565151,6226606,-6845714,-6846409,322802,,,
(주)광무,29480,2014/09,38137229,29291819,8845410,19219618,74138,24334482,0,8559706,33113893,27090637,-203976,-203976,4847,,,
(주)광무,29480,2015/09,23525504,15402230,8123274,6986058,441532,6542752,4070000,3426000,10854082,8279837,-2294219,-2294219,-1363094,,,
(주)광무,29480,2016/09,29932019,21793383,8138635,14138019,753174,13538476,4070000,865025,18761111,15309718,386411,386411,166831,,,
(주)광무,29480,2017/09,23719022,16126719,7592303,7855214,1068362,13674908,0,864145,14700263,11741477,-1333546,-1333546,307439,,,
(주)광무,29480,2018/09,28221025,15467983,12753042,11634988,470384,11951223,0,4270000,12359029,9805626,-1411696,-1411696,-570503,,,
(주)광무,29480,2019/09,28020923,13828664,14192259,14863507,1774257,11550551,0,4567844,14408865,11746251,-5594908,-5594908,-3243270,,,
(주)광무,29480,2020/09,34976678,22743321,12233357,16852335,2403729,19962284,0,4270000,18595171,16406543,-10537209,-10537209,-1497123,,,
(주)광무,29480,2021/09,42218286,9654574,32563712,17067562,12231801,8109516,0,4070000,11492815,9625166,1570435,1570435,-936508,,,
(주)구영테크,53270,2009/09,78462588,57598821,20863767,29692308,2963170,49826125,4550140,37115250,35679227,28838178,274798,127446,4771711,,,
(주)구영테크,53270,2010/09,81444311,57366786,24077526,33409590,1479450,50749155,4335807,33435925,43695657,34118025,3070644,2764733,6158183,,,
(주)구영테크,53270,2011/09,104820971,66570311,38250660,41682079,1130103,51799508,2347487,36094577,46953990,36688994,2569053,3583256,-2003814,,,
(주)구영테크,53270,2012/09,107202028,77833310,29368718,49251977,2195993,70353563,2720000,45140315,49796557,41080431,1338306,1857753,3928531,,,
(주)구영테크,53270,2013/09,104710249,74436235,30274014,43256810,410686,64238632,4478533,40915676,56229168,46282580,679021,1614851,2367743,,,
(주)구영테크,53270,2014/09,106379047,64701505,41677542,44247448,1172373,55615346,3390360,39142186,56200830,46636809,478458,525219,-4796827,,,
(주)구영테크,53270,2015/09,108267834,64597277,43670557,49259791,4897976,45248321,5607080,29033862,66710478,55709873,2753922,3930805,1510967,,,
(주)구영테크,53270,2016/09,112822119,69054918,43767200,46126778,12871791,43237339,11998560,25400659,56348568,45902794,1045367,1195525,6402134,,,
(주)구영테크,53270,2017/09,125224278,77876984,47347294,49746975,5749290,47904547,22881680,21200000,57220806,46937595,1776068,2363363,3283928,,,
(주)구영테크,53270,2018/09,152062667,95771672,56290995,56010580,3375470,45574958,39422107,15400000,59972220,51262969,3157566,3387219,-7141618,,,
(주)구영테크,53270,2019/09,146691974,86357290,60334684,39371013,3540969,49035658,30644444,15700000,69348643,58471166,2982045,3975000,7386528,,,
(주)구영테크,53270,2020/09,152032178,94252374,57779804,44337739,9411981,56373992,29918422,26400000,58710923,50796295,87001,105662,6341759,,,
(주)구영테크,53270,2021/09,146830841,84509815,62321026,36474654,4795851,51476898,28852200,25200000,75720166,63303990,3948667,5107576,6076111,,,
(주)국보디자인,66620,2009/09,59570524,22074324,37496201,41805684,2182089,20582940,0,0,71321016,60882776,3498021,4732465,2675768,,,
(주)국보디자인,66620,2010/09,64455107,23269611,41185496,41666513,4047136,22396136,0,0,73866160,63916679,3396775,4266812,8130316,,,
(주)국보디자인,66620,2011/09,81018390,34681897,46336493,56755363,4967379,31405210,0,42900,91965901,76822180,5306317,7112671,16724634,,,
(주)국보디자인,66620,2012/09,88621714,33213375,55408339,65862871,12712882,31711107,0,0,89090050,75781183,5720286,7642555,16617280,,,
(주)국보디자인,66620,2013/09,107270068,44708851,62561217,80187153,11799530,42328794,0,1288555,112451780,96421093,5879143,7642074,11336550,,,
(주)국보디자인,66620,2014/09,121187344,53426117,67761227,94753618,3073381,49800884,0,906400,115400860,99170513,6185458,8784167,11187915,,,
(주)국보디자인,66620,2015/09,119253292,45489391,73763901,87197418,17916401,41763806,0,998532,119100108,104799327,4865933,6354430,3982038,,,
(주)국보디자인,66620,2016/09,135476637,59580920,75895716,104629723,7695179,55202837,0,0,125002919,106197450,7568066,9922117,9202282,,,
(주)국보디자인,66620,2017/09,160684022,70306672,90377350,128701647,8961523,65856024,0,0,198667907,169181015,10166161,17763986,-3036237,,,
(주)국보디자인,66620,2018/09,166766607,60849632,105916975,132661781,15317800,56888543,0,704000,179895532,152157660,12697564,16295119,-1649922,,,
(주)국보디자인,66620,2019/09,178988458,67140345,111848113,141875308,7628068,62678718,0,0,159843508,138483868,9820707,12806082,5523523,,,
(주)국보디자인,66620,2020/09,210608511,79210169,131398342,102819443,41891663,74756472,0,0,182915640,157808249,10670197,15200003,31296955,,,
(주)국보디자인,66620,2021/09,272900842,100408551,172492291,92576021,16320103,92116146,0,0,210344791,181156010,12882097,16382979,6495840,,,
(주)국순당,43650,2009/09,152565095,11169398,141395697,71436479,40463588,10121940,0,0,40394092,20323460,6171750,8087003,7102920,,,
(주)국순당,43650,2010/09,175837002,20218538,155618463,91612107,53757512,19065525,0,0,76810035,35470985,14008184,18295160,22667118,,,
(주)국순당,43650,2011/09,195086002,21288700,173797302,78789827,46582296,17188776,0,0,95938109,54173371,5312417,7104505,6235128,,,
(주)국순당,43650,2012/09,205767883,20257158,185510726,88570255,55111099,15866571,0,0,90260668,50336993,4327467,5760331,8899883,,,
(주)국순당,43650,2013/09,203925555,17754371,186171184,76820704,44747138,12314817,0,0,75241551,42443642,2510522,3288263,5727864,,,
(주)국순당,43650,2014/09,207860129,20853469,187006661,91382174,46377713,15718924,0,0,69439476,41694848,1583262,3519610,5744210,,,
(주)국순당,43650,2015/09,207516765,19385879,188130886,85996011,28176761,13322564,0,0,60289709,39129803,-2562173,-3230770,-5159179,,,
(주)국순당,43650,2016/09,202204708,17464622,184740085,74462396,21237028,10084300,0,0,53013467,31635367,-494297,-706133,1747560,,,
(주)국순당,43650,2017/09,213695303,17211814,196483489,83288150,38305165,10458069,0,0,47295620,28587314,14218784,17796197,16769858,,,
(주)국순당,43650,2018/09,223964905,18416860,205548045,70367213,31715453,11394548,0,0,41007320,24895346,16201606,20688843,16550637,,,
(주)국순당,43650,2019/09,210859569,13625222,197234347,60256779,28734205,5816700,0,0,36979481,23608018,838700,983577,-3237637,,,
(주)국순당,43650,2020/09,213534634,14407512,199127122,61906821,33586226,8464533,0,0,38088312,21538051,7560437,9659720,8942608,,,
(주)국순당,43650,2021/09,239170853,17448514,221722338,73007374,43161539,9750478,0,0,45256696,23752324,13756352,17479143,5975914,,,
(주)국영지앤엠,6050,2009/09,38661404,12921460,25739943,20043876,5814647,11102035,31250,4700000,34791915,34751069,-729840,-939872,1234369,,,
(주)국영지앤엠,6050,2010/09,45013914,10313683,34700231,19885143,5204003,7964056,0,0,29046653,26218706,8023045,9515075,12828591,,,
(주)국영지앤엠,6050,2011/09,51913982,18510376,33403606,23462483,4102909,10110010,7000000,334995,31159437,31050892,-1206220,-1499157,1536565,,,
(주)국영지앤엠,6050,2012/09,58406155,13708510,44697646,18161855,6402234,6696416,6000000,0,31564447,31276664,4728641,6001999,-6126347,,,
(주)국영지앤엠,6050,2013/09,65326066,19885630,45440436,27409410,14339484,15400887,3000000,417704,38284730,37124964,48425,59638,5950808,,,
(주)국영지앤엠,6050,2014/09,56991985,10767844,46224141,20316248,9996017,7097993,3000000,0,37092723,35793176,-621208,-766548,1802179,,,
